index,name,type,height,weight,abilities,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed
496,servine,grass,0.8,16.0,overgrow,contrary,60,60,75,60,75,83
497,serperior,grass,3.3,63.0,overgrow,contrary,75,75,95,75,95,113
498,tepig,fire,0.5,9.9,blaze,thick-fat,65,63,45,45,45,45
499,pignite,fire / fighting,1.0,55.5,blaze,thick-fat,90,93,55,70,55,55
500,emboar,fire / fighting,1.6,150.0,blaze,reckless,110,123,65,100,65,65
501,oshawott,water,0.5,5.9,torrent,shell-armor,55,55,45,63,45,45
502,dewott,water,0.8,24.5,torrent,shell-armor,75,75,60,83,60,60
503,samurott,water,1.5,94.6,torrent,shell-armor,95,100,85,108,70,70
503,samurott-hisui,water / dark,1.5,58.2,torrent,sharpness,90,108,80,100,65,85
504,patrat,normal,0.5,11.6,run-away / keen-eye,analytic,45,55,39,35,39,42
505,watchog,normal,1.1,27.0,illuminate / keen-eye,analytic,60,85,69,60,69,77
506,lillipup,normal,0.4,4.1,vital-spirit / pickup,run-away,45,60,45,25,45,55
507,herdier,normal,0.9,14.7,intimidate / sand-rush,scrappy,65,80,65,35,65,60
508,stoutland,normal,1.2,61.0,intimidate / sand-rush,scrappy,85,110,90,45,90,80
509,purrloin,dark,0.4,10.1,limber / unburden,prankster,41,50,37,50,37,66
510,liepard,dark,1.1,37.5,limber / unburden,prankster,64,88,50,88,50,106
511,pansage,grass,0.6,10.5,gluttony,overgrow,50,53,48,53,48,64
512,simisage,grass,1.1,30.5,gluttony,overgrow,75,98,63,98,63,101
513,pansear,fire,0.6,11.0,gluttony,blaze,50,53,48,53,48,64
514,simisear,fire,1.0,28.0,gluttony,blaze,75,98,63,98,63,101
515,panpour,water,0.6,13.5,gluttony,torrent,50,53,48,53,48,64
516,simipour,water,1.0,29.0,gluttony,torrent,75,98,63,98,63,101
517,munna,psychic,0.6,23.3,forewarn / synchronize,telepathy,76,25,45,67,55,24
518,musharna,psychic,1.1,60.5,forewarn / synchronize,telepathy,116,55,85,107,95,29
519,pidove,normal / flying,0.3,2.1,big-pecks / super-luck,rivalry,50,55,50,36,30,43
520,tranquill,normal / flying,0.6,15.0,big-pecks / super-luck,rivalry,62,77,62,50,42,65
521,unfezant,normal / flying,1.2,29.0,big-pecks / super-luck,rivalry,80,115,80,65,55,93
522,blitzle,electric,0.8,29.8,lightning-rod / motor-drive,sap-sipper,45,60,32,50,32,76
523,zebstrika,electric,1.6,79.5,lightning-rod / motor-drive,sap-sipper,75,100,63,80,63,116
524,roggenrola,rock,0.4,18.0,sturdy / weak-armor,sand-force,55,75,85,25,25,15
525,boldore,rock,0.9,102.0,sturdy / weak-armor,sand-force,70,105,105,50,40,20
526,gigalith,rock,1.7,260.0,sturdy / sand-stream,sand-force,85,135,130,60,80,25
527,woobat,psychic / flying,0.4,2.1,unaware / klutz,simple,65,45,43,55,43,72
528,swoobat,psychic / flying,0.9,10.5,unaware / klutz,simple,67,57,55,77,55,114
529,drilbur,ground,0.3,8.5,sand-rush / sand-force,mold-breaker,60,85,40,30,45,68
530,excadrill,ground / steel,0.7,40.4,sand-rush / sand-force,mold-breaker,110,135,60,50,65,88
531,audino,normal,1.1,31.0,healer / regenerator,klutz,103,60,86,60,86,50
531,audino-mega,normal / fairy,1.5,32.0,healer,,103,60,126,80,126,50
532,timburr,fighting,0.6,12.5,guts / sheer-force,iron-fist,75,80,55,25,35,35
533,gurdurr,fighting,1.2,40.0,guts / sheer-force,iron-fist,85,105,85,40,50,40
534,conkeldurr,fighting,1.4,87.0,guts / sheer-force,iron-fist,105,140,95,55,65,45
535,tympole,water,0.5,4.5,swift-swim / hydration,water-absorb,50,50,40,50,40,64
536,palpitoad,water / ground,0.8,17.0,swift-swim / hydration,water-absorb,75,65,55,65,55,69
537,seismitoad,water / ground,1.5,62.0,swift-swim / poison-touch,water-absorb,105,95,75,85,75,74
538,throh,fighting,1.3,55.5,guts / inner-focus,mold-breaker,120,100,85,30,85,45
539,sawk,fighting,1.4,51.0,sturdy / inner-focus,mold-breaker,75,125,75,30,75,85
540,sewaddle,bug / grass,0.3,2.5,swarm / chlorophyll,overcoat,45,53,70,40,60,42
541,swadloon,bug / grass,0.5,7.3,leaf-guard / chlorophyll,overcoat,55,63,90,50,80,42
542,leavanny,bug / grass,1.2,20.5,swarm / chlorophyll,overcoat,75,103,80,70,80,92
543,venipede,bug / poison,0.4,5.3,poison-point / swarm,speed-boost,30,45,59,30,39,57
544,whirlipede,bug / poison,1.2,58.5,poison-point / swarm,speed-boost,40,55,99,40,79,47
545,scolipede,bug / poison,2.5,200.5,poison-point / swarm,speed-boost,60,100,89,55,69,112
546,cottonee,grass / fairy,0.3,0.6,prankster / infiltrator,chlorophyll,40,27,60,37,50,66
547,whimsicott,grass / fairy,0.7,6.6,prankster / infiltrator,chlorophyll,60,67,85,77,75,116
548,petilil,grass,0.5,6.6,chlorophyll / own-tempo,leaf-guard,45,35,50,70,50,30
549,lilligant,grass,1.1,16.3,chlorophyll / own-tempo,leaf-guard,70,60,75,110,75,90
549,lilligant-hisui,grass / fighting,1.2,19.2,chlorophyll / hustle,leaf-guard,70,105,75,50,75,105
550,basculin-red-striped,water,1.0,18.0,reckless / adaptability,mold-breaker,70,92,65,80,55,98
551,sandile,ground / dark,0.7,15.2,intimidate / moxie,anger-point,50,72,35,35,35,65
552,krokorok,ground / dark,1.0,33.4,intimidate / moxie,anger-point,60,82,45,45,45,74
553,krookodile,ground / dark,1.5,96.3,intimidate / moxie,anger-point,95,117,80,65,70,92
554,darumaka,fire,0.6,37.5,hustle,inner-focus,70,90,45,15,45,50
554,darumaka-galar,ice,0.7,40.0,hustle,inner-focus,70,90,45,15,45,50
555,darmanitan-standard,fire,1.3,92.9,sheer-force,zen-mode,105,140,55,30,55,95
556,maractus,grass,1.0,28.0,water-absorb / chlorophyll,storm-drain,75,86,67,106,67,60
557,dwebble,bug / rock,0.3,14.5,sturdy / shell-armor,weak-armor,50,65,85,35,35,55
558,crustle,bug / rock,1.4,200.0,sturdy / shell-armor,weak-armor,70,105,125,65,75,45
559,scraggy,dark / fighting,0.6,11.8,shed-skin / moxie,intimidate,50,75,70,35,70,48
560,scrafty,dark / fighting,1.1,30.0,shed-skin / moxie,intimidate,65,90,115,45,115,58
561,sigilyph,psychic / flying,1.4,14.0,wonder-skin / magic-guard,tinted-lens,72,58,80,103,80,97
562,yamask,ghost,0.5,1.5,mummy,,38,30,85,55,65,30
562,yamask-galar,ground / ghost,0.5,1.5,wandering-spirit,,38,55,85,30,65,30
563,cofagrigus,ghost,1.7,76.5,mummy,,58,50,145,95,105,30
564,tirtouga,water / rock,0.7,16.5,solid-rock / sturdy,swift-swim,54,78,103,53,45,22
565,carracosta,water / rock,1.2,81.0,solid-rock / sturdy,swift-swim,74,108,133,83,65,32
566,archen,rock / flying,0.5,9.5,defeatist,,55,112,45,74,45,70
567,archeops,rock / flying,1.4,32.0,defeatist,,75,140,65,112,65,110
568,trubbish,poison,0.6,31.0,stench / sticky-hold,aftermath,50,50,62,40,62,65
569,garbodor,poison,1.9,107.3,stench / weak-armor,aftermath,80,95,82,60,82,75
569,garbodor-gmax,poison,21.0,1000.0,stench / weak-armor,aftermath,80,95,82,60,82,75
570,zorua,dark,0.7,12.5,illusion,,40,65,40,80,40,65
570,zorua-hisui,normal / ghost,0.7,12.5,illusion,,35,60,40,85,40,70
571,zoroark,dark,1.6,81.1,illusion,,60,105,60,120,60,105
571,zoroark-hisui,normal / ghost,1.6,73.0,illusion,,55,100,60,125,60,110
572,minccino,normal,0.4,5.8,cute-charm / technician,skill-link,55,50,40,40,40,75
573,cinccino,normal,0.5,7.5,cute-charm / technician,skill-link,75,95,60,65,60,115
574,gothita,psychic,0.4,5.8,frisk / competitive,shadow-tag,45,30,50,55,65,45
575,gothorita,psychic,0.7,18.0,frisk / competitive,shadow-tag,60,45,70,75,85,55
576,gothitelle,psychic,1.5,44.0,frisk / competitive,shadow-tag,70,55,95,95,110,65
577,solosis,psychic,0.3,1.0,overcoat / magic-guard,regenerator,45,30,40,105,50,20
578,duosion,psychic,0.6,8.0,overcoat / magic-guard,regenerator,65,40,50,125,60,30
579,reuniclus,psychic,1.0,20.1,overcoat / magic-guard,regenerator,110,65,75,125,85,30
580,ducklett,water / flying,0.5,5.5,keen-eye / big-pecks,hydration,62,44,50,44,50,55
581,swanna,water / flying,1.3,24.2,keen-eye / big-pecks,hydration,75,87,63,87,63,98
582,vanillite,ice,0.4,5.7,ice-body / snow-cloak,weak-armor,36,50,50,65,60,44
583,vanillish,ice,1.1,41.0,ice-body / snow-cloak,weak-armor,51,65,65,80,75,59
584,vanilluxe,ice,1.3,57.5,ice-body / snow-warning,weak-armor,71,95,85,110,95,79
585,deerling,normal / grass,0.6,19.5,chlorophyll / sap-sipper,serene-grace,60,60,50,40,50,75
586,sawsbuck,normal / grass,1.9,92.5,chlorophyll / sap-sipper,serene-grace,80,100,70,60,70,95
587,emolga,electric / flying,0.4,5.0,static,motor-drive,55,75,60,75,60,103
588,karrablast,bug,0.5,5.9,swarm / shed-skin,no-guard,50,75,45,40,45,60
589,escavalier,bug / steel,1.0,33.0,swarm / shell-armor,overcoat,70,135,105,60,105,20
590,foongus,grass / poison,0.2,1.0,effect-spore,regenerator,69,55,45,55,55,15
591,amoonguss,grass / poison,0.6,10.5,effect-spore,regenerator,114,85,70,85,80,30
592,frillish,water / ghost,1.2,33.0,water-absorb / cursed-body,damp,55,40,50,65,85,40
592,frillish-female,,1.2,33.0,,,0,0,0,0,0,0
593,jellicent,water / ghost,2.2,135.0,water-absorb / cursed-body,damp,100,60,70,85,105,60
593,jellicent-female,,2.2,135.0,,,0,0,0,0,0,0
594,alomomola,water,1.2,31.6,healer / hydration,regenerator,165,75,80,40,45,65
595,joltik,bug / electric,0.1,0.6,compound-eyes / unnerve,swarm,50,47,50,57,50,65
596,galvantula,bug / electric,0.8,14.3,compound-eyes / unnerve,swarm,70,77,60,97,60,108
597,ferroseed,grass / steel,0.6,18.8,iron-barbs,,44,50,91,24,86,10
598,ferrothorn,grass / steel,1.0,110.0,iron-barbs,anticipation,74,94,131,54,116,20
599,klink,steel,0.3,21.0,plus / minus,clear-body,40,55,70,45,60,30
600,klang,steel,0.6,51.0,plus / minus,clear-body,60,80,95,70,85,50
601,klinklang,steel,0.6,81.0,plus / minus,clear-body,60,100,115,70,85,90
602,tynamo,electric,0.2,0.3,levitate,,35,55,40,45,40,60
603,eelektrik,electric,1.2,22.0,levitate,,65,85,70,75,70,40
604,eelektross,electric,2.1,80.5,levitate,,85,115,80,105,80,50
605,elgyem,psychic,0.5,9.0,telepathy / synchronize,analytic,55,55,55,85,55,30
606,beheeyem,psychic,1.0,34.5,telepathy / synchronize,analytic,75,75,75,125,95,40
607,litwick,ghost / fire,0.3,3.1,flash-fire / flame-body,infiltrator,50,30,55,65,55,20
608,lampent,ghost / fire,0.6,13.0,flash-fire / flame-body,infiltrator,60,40,60,95,60,55
609,chandelure,ghost / fire,1.0,34.3,flash-fire / flame-body,infiltrator,60,55,90,145,90,80
610,axew,dragon,0.6,18.0,rivalry / mold-breaker,unnerve,46,87,60,30,40,57
611,fraxure,dragon,1.0,36.0,rivalry / mold-breaker,unnerve,66,117,70,40,50,67
612,haxorus,dragon,1.8,105.5,rivalry / mold-breaker,unnerve,76,147,90,60,70,97
613,cubchoo,ice,0.5,8.5,snow-cloak / slush-rush,rattled,55,70,40,60,40,40
614,beartic,ice,2.6,260.0,snow-cloak / slush-rush,swift-swim,95,130,80,70,80,50
615,cryogonal,ice,1.1,148.0,levitate,,80,50,50,95,135,105
616,shelmet,bug,0.4,7.7,hydration / shell-armor,overcoat,50,40,85,40,65,25
617,accelgor,bug,0.8,25.3,hydration / sticky-hold,unburden,80,70,40,100,60,145
618,stunfisk,ground / electric,0.7,11.0,static / limber,sand-veil,109,66,84,81,99,32
618,stunfisk-galar,ground / steel,0.7,20.5,mimicry,,109,81,99,66,84,32
619,mienfoo,fighting,0.9,20.0,inner-focus / regenerator,reckless,45,85,50,55,50,65
620,mienshao,fighting,1.4,35.5,inner-focus / regenerator,reckless,65,125,60,95,60,105
621,druddigon,dragon,1.6,139.0,rough-skin / sheer-force,mold-breaker,77,120,90,60,90,48
622,golett,ground / ghost,1.0,92.0,iron-fist / klutz,no-guard,59,74,50,35,50,35
623,golurk,ground / ghost,2.8,330.0,iron-fist / klutz,no-guard,89,124,80,55,80,55
624,pawniard,dark / steel,0.5,10.2,defiant / inner-focus,pressure,45,85,70,40,40,60
625,bisharp,dark / steel,1.6,70.0,defiant / inner-focus,pressure,65,125,100,60,70,70
626,bouffalant,normal,1.6,94.6,reckless / sap-sipper,soundproof,95,110,95,40,95,55
627,rufflet,normal / flying,0.5,10.5,keen-eye / sheer-force,hustle,70,83,50,37,50,60
628,braviary,normal / flying,1.5,41.0,keen-eye / sheer-force,defiant,100,123,75,57,75,80
628,braviary-hisui,psychic / flying,1.7,43.4,keen-eye / sheer-force,tinted-lens,110,83,70,112,70,65
629,vullaby,dark / flying,0.5,9.0,big-pecks / overcoat,weak-armor,70,55,75,45,65,60
630,mandibuzz,dark / flying,1.2,39.5,big-pecks / overcoat,weak-armor,110,65,105,55,95,80
631,heatmor,fire,1.4,58.0,gluttony / flash-fire,white-smoke,85,97,66,105,66,65
632,durant,bug / steel,0.3,33.0,swarm / hustle,truant,58,109,112,48,48,109
633,deino,dark / dragon,0.8,17.3,hustle,,52,65,50,45,50,38
634,zweilous,dark / dragon,1.4,50.0,hustle,,72,85,70,65,70,58
635,hydreigon,dark / dragon,1.8,160.0,levitate,,92,105,90,125,90,98
636,larvesta,bug / fire,1.1,28.8,flame-body,swarm,55,85,55,50,55,60
637,volcarona,bug / fire,1.6,46.0,flame-body,swarm,85,60,65,135,105,100
638,cobalion,steel / fighting,2.1,250.0,justified,,91,90,129,90,72,108
639,terrakion,rock / fighting,1.9,260.0,justified,,91,129,90,72,90,108
640,virizion,grass / fighting,2.0,200.0,justified,,91,90,72,90,129,108
641,tornadus-incarnate,flying,1.5,63.0,prankster,defiant,79,115,70,125,80,111
642,thundurus-incarnate,electric / flying,1.5,61.0,prankster,defiant,79,115,70,125,80,111
643,reshiram,dragon / fire,3.2,330.0,turboblaze,,100,120,100,150,120,90
644,zekrom,dragon / electric,2.9,345.0,teravolt,,100,150,120,120,100,90
645,landorus-incarnate,ground / flying,1.5,68.0,sand-force,sheer-force,89,125,90,115,80,101
646,kyurem,dragon / ice,3.0,325.0,pressure,,125,130,90,130,90,95
646,kyurem-black,dragon / ice,3.3,325.0,teravolt,,125,170,100,120,90,95
646,kyurem-white,dragon / ice,3.6,325.0,turboblaze,,125,120,90,170,100,95
647,keldeo-ordinary,water / fighting,1.4,48.5,justified,,91,72,90,129,90,108
648,meloetta-aria,normal / psychic,0.6,6.5,serene-grace,,100,77,77,128,128,90
649,genesect,bug / steel,1.5,82.5,download,,71,120,95,120,95,99
650,chespin,grass,0.4,9.0,overgrow,bulletproof,56,61,65,48,45,38
651,quilladin,grass,0.7,29.0,overgrow,bulletproof,61,78,95,56,58,57
652,chesnaught,grass / fighting,1.6,90.0,overgrow,bulletproof,88,107,122,74,75,64
653,fennekin,fire,0.4,9.4,blaze,magician,40,45,40,62,60,60
654,braixen,fire,1.0,14.5,blaze,magician,59,59,58,90,70,73
655,delphox,fire / psychic,1.5,39.0,blaze,magician,75,69,72,114,100,104
656,froakie,water,0.3,7.0,torrent,protean,41,56,40,62,44,71
657,frogadier,water,0.6,10.9,torrent,protean,54,63,52,83,56,97
658,greninja,water / dark,1.5,40.0,torrent,protean,72,95,67,103,71,122
658,greninja-battle-bond,water / dark,1.5,40.0,battle-bond,,72,95,67,103,71,122
658,greninja-ash,water / dark,1.5,40.0,battle-bond,,72,145,67,153,71,132
659,bunnelby,normal,0.4,5.0,pickup / cheek-pouch,huge-power,38,36,38,32,36,57
660,diggersby,normal / ground,1.0,42.4,pickup / cheek-pouch,huge-power,85,56,77,50,77,78
661,fletchling,normal / flying,0.3,1.7,big-pecks,gale-wings,45,50,43,40,38,62
662,fletchinder,fire / flying,0.7,16.0,flame-body,gale-wings,62,73,55,56,52,84
663,talonflame,fire / flying,1.2,24.5,flame-body,gale-wings,78,81,71,74,69,126
664,scatterbug,bug,0.3,2.5,shield-dust / compound-eyes,friend-guard,38,35,40,27,25,35
665,spewpa,bug,0.3,8.4,shed-skin,friend-guard,45,22,60,27,30,29
666,vivillon,bug / flying,1.2,17.0,shield-dust / compound-eyes,friend-guard,80,52,50,90,50,89
667,litleo,fire / normal,0.6,13.5,rivalry / unnerve,moxie,62,50,58,73,54,72
668,pyroar,fire / normal,1.5,81.5,rivalry / unnerve,moxie,86,68,72,109,66,106
669,flabebe,fairy,0.1,0.1,flower-veil,symbiosis,44,38,39,61,79,42
670,floette,fairy,0.2,0.9,flower-veil,symbiosis,54,45,47,75,98,52
670,floette-eternal,fairy,0.2,0.9,flower-veil,symbiosis,74,65,67,125,128,92
671,florges,fairy,1.1,10.0,flower-veil,symbiosis,78,65,68,112,154,75
672,skiddo,grass,0.9,31.0,sap-sipper,grass-pelt,66,65,48,62,57,52
673,gogoat,grass,1.7,91.0,sap-sipper,grass-pelt,123,100,62,97,81,68
674,pancham,fighting,0.6,8.0,iron-fist / mold-breaker,scrappy,67,82,62,46,48,43
675,pangoro,fighting / dark,2.1,136.0,iron-fist / mold-breaker,scrappy,95,124,78,69,71,58
676,furfrou,normal,1.2,28.0,fur-coat,,75,80,60,65,90,102
677,espurr,psychic,0.3,3.5,keen-eye / infiltrator,own-tempo,62,48,54,63,60,68
678,meowstic-male,psychic,0.6,8.5,keen-eye / infiltrator,prankster,74,48,76,83,81,104
679,honedge,steel / ghost,0.8,2.0,no-guard,,45,80,100,35,37,28
680,doublade,steel / ghost,0.8,4.5,no-guard,,59,110,150,45,49,35
681,aegislash-shield,steel / ghost,1.7,53.0,stance-change,,60,50,140,50,140,60
682,spritzee,fairy,0.2,0.5,healer,aroma-veil,78,52,60,63,65,23
683,aromatisse,fairy,0.8,15.5,healer,aroma-veil,101,72,72,99,89,29
684,swirlix,fairy,0.4,3.5,sweet-veil,unburden,62,48,66,59,57,49
685,slurpuff,fairy,0.8,5.0,sweet-veil,unburden,82,80,86,85,75,72
686,inkay,dark / psychic,0.4,3.5,contrary / suction-cups,infiltrator,53,54,53,37,46,45
687,malamar,dark / psychic,1.5,47.0,contrary / suction-cups,infiltrator,86,92,88,68,75,73
688,binacle,rock / water,0.5,31.0,tough-claws / sniper,pickpocket,42,52,67,39,56,50
689,barbaracle,rock / water,1.3,96.0,tough-claws / sniper,pickpocket,72,105,115,54,86,68
690,skrelp,poison / water,0.5,7.3,poison-point / poison-touch,adaptability,50,60,60,60,60,30
691,dragalge,poison / dragon,1.8,81.5,poison-point / poison-touch,adaptability,65,75,90,97,123,44
692,clauncher,water,0.5,8.3,mega-launcher,,50,53,62,58,63,44
693,clawitzer,water,1.3,35.3,mega-launcher,,71,73,88,120,89,59
694,helioptile,electric / normal,0.5,6.0,dry-skin / sand-veil,solar-power,44,38,33,61,43,70
695,heliolisk,electric / normal,1.0,21.0,dry-skin / sand-veil,solar-power,62,55,52,109,94,109
696,tyrunt,rock / dragon,0.8,26.0,strong-jaw,sturdy,58,89,77,45,45,48
697,tyrantrum,rock / dragon,2.5,270.0,strong-jaw,rock-head,82,121,119,69,59,71
698,amaura,rock / ice,1.3,25.2,refrigerate,snow-warning,77,59,50,67,63,46
699,aurorus,rock / ice,2.7,225.0,refrigerate,snow-warning,123,77,72,99,92,58
700,sylveon,fairy,1.0,23.5,cute-charm,pixilate,95,65,65,110,130,60
701,hawlucha,fighting / flying,0.8,21.5,limber / unburden,mold-breaker,78,92,75,74,63,118
702,dedenne,electric / fairy,0.2,2.2,cheek-pouch / pickup,plus,67,58,57,81,67,101
703,carbink,rock / fairy,0.3,5.7,clear-body,sturdy,50,50,150,50,150,50
704,goomy,dragon,0.3,2.8,sap-sipper / hydration,gooey,45,50,35,55,75,40
705,sliggoo,dragon,0.8,17.5,sap-sipper / hydration,gooey,68,75,53,83,113,60
705,sliggoo-hisui,steel / dragon,0.7,68.5,sap-sipper / shell-armor,gooey,58,75,83,83,113,40
706,goodra,dragon,2.0,150.5,sap-sipper / hydration,gooey,90,100,70,110,150,80
706,goodra-hisui,steel / dragon,1.7,334.1,sap-sipper / shell-armor,gooey,80,100,100,110,150,60
707,klefki,steel / fairy,0.2,3.0,prankster,magician,57,80,91,80,87,75
708,phantump,ghost / grass,0.4,7.0,natural-cure / frisk,harvest,43,70,48,50,60,38
709,trevenant,ghost / grass,1.5,71.0,natural-cure / frisk,harvest,85,110,76,65,82,56
710,pumpkaboo-average,ghost / grass,0.4,5.0,pickup / frisk,insomnia,49,66,70,44,55,51
711,gourgeist-average,ghost / grass,0.9,12.5,pickup / frisk,insomnia,65,90,122,58,75,84
712,bergmite,ice,1.0,99.5,own-tempo / ice-body,sturdy,55,69,85,32,35,28
713,avalugg,ice,2.0,505.0,own-tempo / ice-body,sturdy,95,117,184,44,46,28
713,avalugg-hisui,ice / rock,1.4,262.4,strong-jaw / ice-body,sturdy,95,127,184,34,36,38
714,noibat,flying / dragon,0.5,8.0,frisk / infiltrator,telepathy,40,30,35,45,40,55
715,noivern,flying / dragon,1.5,85.0,frisk / infiltrator,telepathy,85,70,80,97,80,123
716,xerneas,fairy,3.0,215.0,fairy-aura,,126,131,95,131,98,99
717,yveltal,dark / flying,5.8,203.0,dark-aura,,126,131,95,131,98,99
718,zygarde-50,dragon / ground,5.0,305.0,aura-break,,108,100,121,81,95,95
719,diancie,rock / fairy,0.7,8.8,clear-body,,50,100,150,100,150,50
719,diancie-mega,rock / fairy,1.1,27.8,magic-bounce,,50,160,110,160,110,110
720,hoopa,psychic / ghost,0.5,9.0,magician,,80,110,60,150,130,70
720,hoopa-unbound,psychic / dark,6.5,490.0,magician,,80,160,60,170,130,80
721,volcanion,fire / water,1.7,195.0,water-absorb,,80,110,120,130,90,70
722,rowlet,grass / flying,0.3,1.5,overgrow,long-reach,68,55,55,50,50,42
723,dartrix,grass / flying,0.7,16.0,overgrow,long-reach,78,75,75,70,70,52
724,decidueye,grass / ghost,1.6,36.6,overgrow,long-reach,78,107,75,100,100,70
724,decidueye-hisui,grass / fighting,1.6,37.0,overgrow,scrappy,88,112,80,95,95,60
725,litten,fire,0.4,4.3,blaze,intimidate,45,65,40,60,40,70
726,torracat,fire,0.7,25.0,blaze,intimidate,65,85,50,80,50,90
727,incineroar,fire / dark,1.8,83.0,blaze,intimidate,95,115,90,80,90,60
728,popplio,water,0.4,7.5,torrent,liquid-voice,50,54,54,66,56,40
729,brionne,water,0.6,17.5,torrent,liquid-voice,60,69,69,91,81,50
730,primarina,water / fairy,1.8,44.0,torrent,liquid-voice,80,74,74,126,116,60
731,pikipek,normal / flying,0.3,1.2,keen-eye / skill-link,pickup,35,75,30,30,30,65
732,trumbeak,normal / flying,0.6,14.8,keen-eye / skill-link,pickup,55,85,50,40,50,75
733,toucannon,normal / flying,1.1,26.0,keen-eye / skill-link,sheer-force,80,120,75,75,75,60
734,yungoos,normal,0.4,6.0,stakeout / strong-jaw,adaptability,48,70,30,30,30,45
735,gumshoos,normal,0.7,14.2,stakeout / strong-jaw,adaptability,88,110,60,55,60,45
735,gumshoos-totem,normal,1.4,60.0,stakeout / strong-jaw,adaptability,88,110,60,55,60,45
736,grubbin,bug,0.4,4.4,swarm,,47,62,45,55,45,46
737,charjabug,bug / electric,0.5,10.5,battery,,57,82,95,55,75,36
738,vikavolt,bug / electric,1.5,45.0,levitate,,77,70,90,145,75,43
738,vikavolt-totem,bug / electric,2.6,147.5,levitate,,77,70,90,145,75,43
739,crabrawler,fighting,0.6,7.0,hyper-cutter / iron-fist,anger-point,47,82,57,42,47,63
740,crabominable,fighting / ice,1.7,180.0,hyper-cutter / iron-fist,anger-point,97,132,77,62,67,43
741,oricorio-baile,fire / flying,0.6,3.4,dancer,,75,70,70,98,70,93
742,cutiefly,bug / fairy,0.1,0.2,honey-gather / shield-dust,sweet-veil,40,45,40,55,40,84
743,ribombee,bug / fairy,0.2,0.5,honey-gather / shield-dust,sweet-veil,60,55,60,95,70,124
743,ribombee-totem,bug / fairy,0.4,2.0,honey-gather / shield-dust,sweet-veil,60,55,60,95,70,124
744,rockruff,rock,0.5,9.2,keen-eye / vital-spirit,steadfast,45,65,40,30,40,60
744,rockruff-own-tempo,rock,0.5,9.2,own-tempo,,45,65,40,30,40,60
745,lycanroc-midday,rock,0.8,25.0,keen-eye / sand-rush,steadfast,75,115,65,55,65,112
746,wishiwashi-solo,water,0.2,0.3,schooling,,45,20,20,25,25,40
747,mareanie,poison / water,0.4,8.0,merciless / limber,regenerator,50,53,62,43,52,45
748,toxapex,poison / water,0.7,14.5,merciless / limber,regenerator,50,63,152,53,142,35
749,mudbray,ground,1.0,110.0,own-tempo / stamina,inner-focus,70,100,70,45,55,45
750,mudsdale,ground,2.5,920.0,own-tempo / stamina,inner-focus,100,125,100,55,85,35
751,dewpider,water / bug,0.3,4.0,water-bubble,water-absorb,38,40,52,40,72,27
752,araquanid,water / bug,1.8,82.0,water-bubble,water-absorb,68,70,92,50,132,42
752,araquanid-totem,water / bug,3.1,217.5,water-bubble,water-absorb,68,70,92,50,132,42
753,fomantis,grass,0.3,1.5,leaf-guard,contrary,40,55,35,50,35,35
754,lurantis,grass,0.9,18.5,leaf-guard,contrary,70,105,90,80,90,45
754,lurantis-totem,grass,1.5,58.0,leaf-guard,contrary,70,105,90,80,90,45
755,morelull,grass / fairy,0.2,1.5,illuminate / effect-spore,rain-dish,40,35,55,65,75,15
756,shiinotic,grass / fairy,1.0,11.5,illuminate / effect-spore,rain-dish,60,45,80,90,100,30
757,salandit,poison / fire,0.6,4.8,corrosion,oblivious,48,44,40,71,40,77
758,salazzle,poison / fire,1.2,22.2,corrosion,oblivious,68,64,60,111,60,117
758,salazzle-totem,poison / fire,2.1,81.0,corrosion,oblivious,68,64,60,111,60,117
759,stufful,normal / fighting,0.5,6.8,fluffy / klutz,cute-charm,70,75,50,45,50,50
760,bewear,normal / fighting,2.1,135.0,fluffy / klutz,unnerve,120,125,80,55,60,60
761,bounsweet,grass,0.3,3.2,leaf-guard / oblivious,sweet-veil,42,30,38,30,38,32
762,steenee,grass,0.7,8.2,leaf-guard / oblivious,sweet-veil,52,40,48,40,48,62
763,tsareena,grass,1.2,21.4,leaf-guard / queenly-majesty,sweet-veil,72,120,98,50,98,72
764,comfey,fairy,0.1,0.3,flower-veil / triage,natural-cure,51,52,90,82,110,100
765,oranguru,normal / psychic,1.5,76.0,inner-focus / telepathy,symbiosis,90,60,80,90,110,60
766,passimian,fighting,2.0,82.8,receiver,defiant,100,120,90,40,60,80
767,wimpod,bug / water,0.5,12.0,wimp-out,,25,35,40,20,30,80
768,golisopod,bug / water,2.0,108.0,emergency-exit,,75,125,140,60,90,40
769,sandygast,ghost / ground,0.5,70.0,water-compaction,sand-veil,55,55,80,70,45,15
770,palossand,ghost / ground,1.3,250.0,water-compaction,sand-veil,85,75,110,100,75,35
771,pyukumuku,water,0.3,1.2,innards-out,unaware,55,60,130,30,130,5
772,type-null,normal,1.9,120.5,battle-armor,,95,95,95,95,95,59
773,silvally,normal,2.3,100.5,rks-system,,95,95,95,95,95,95
774,minior-red-meteor,rock / flying,0.3,40.0,shields-down,,60,60,100,60,100,60
775,komala,normal,0.4,19.9,comatose,,65,115,65,75,95,65
776,turtonator,fire / dragon,2.0,212.0,shell-armor,,60,78,135,91,85,36
777,togedemaru,electric / steel,0.3,3.3,iron-barbs / lightning-rod,sturdy,65,98,63,40,73,96
