index,name,type1,type2,ability1,ability2,hidden_ability,height,weight,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation
388,grotle,grass,None,overgrow,None,shell-armor,1,97,75,89,85,55,65,36,405,False,False,generation-iv
389,torterra,grass,ground,overgrow,None,shell-armor,2,310,95,109,105,75,85,56,525,False,False,generation-iv
390,chimchar,fire,None,blaze,None,iron-fist,0,6,44,58,44,58,44,61,309,False,False,generation-iv
391,monferno,fire,fighting,blaze,None,iron-fist,0,22,64,78,52,78,52,81,405,False,False,generation-iv
392,infernape,fire,fighting,blaze,None,iron-fist,1,55,76,104,71,104,71,108,534,False,False,generation-iv
393,piplup,water,None,torrent,None,competitive,0,5,53,51,53,61,56,40,314,False,False,generation-iv
394,prinplup,water,None,torrent,None,competitive,0,23,64,66,68,81,76,50,405,False,False,generation-iv
395,empoleon,water,steel,torrent,None,competitive,1,84,84,86,88,111,101,60,530,False,False,generation-iv
396,starly,normal,flying,keen-eye,None,reckless,0,2,40,55,30,30,30,60,245,False,False,generation-iv
397,staravia,normal,flying,intimidate,None,reckless,0,15,55,75,50,40,40,80,340,False,False,generation-iv
398,staraptor,normal,flying,intimidate,None,reckless,1,24,85,120,70,50,60,100,485,False,False,generation-iv
399,bidoof,normal,None,simple,unaware,moody,0,20,59,45,40,35,40,31,250,False,False,generation-iv
400,bibarel,normal,water,simple,unaware,moody,1,31,79,85,60,55,60,71,410,False,False,generation-iv
401,kricketot,bug,None,shed-skin,None,run-away,0,2,37,25,41,25,41,25,194,False,False,generation-iv
402,kricketune,bug,None,swarm,None,technician,1,25,77,85,51,55,51,65,384,False,False,generation-iv
403,shinx,electric,None,rivalry,intimidate,guts,0,9,45,65,34,40,34,45,263,False,False,generation-iv
404,luxio,electric,None,rivalry,intimidate,guts,0,30,60,85,49,60,49,60,363,False,False,generation-iv
405,luxray,electric,None,rivalry,intimidate,guts,1,42,80,120,79,95,79,70,523,False,False,generation-iv
406,budew,grass,poison,natural-cure,poison-point,leaf-guard,0,1,40,30,35,50,70,55,280,False,False,generation-iv
407,roserade,grass,poison,natural-cure,poison-point,technician,0,14,60,70,65,125,105,90,515,False,False,generation-iv
408,cranidos,rock,None,mold-breaker,None,sheer-force,0,31,67,125,40,30,30,58,350,False,False,generation-iv
409,rampardos,rock,None,mold-breaker,None,sheer-force,1,102,97,165,60,65,50,58,495,False,False,generation-iv
410,shieldon,rock,steel,sturdy,None,soundproof,0,57,30,42,118,42,88,30,350,False,False,generation-iv
411,bastiodon,rock,steel,sturdy,None,soundproof,1,149,60,52,168,47,138,30,495,False,False,generation-iv
412,burmy,bug,None,shed-skin,None,overcoat,0,3,40,29,45,29,45,36,224,False,False,generation-iv
413,wormadam-plant,bug,grass,anticipation,None,overcoat,0,6,60,59,85,79,105,36,424,False,False,generation-iv
413,wormadam-sandy,bug,ground,anticipation,None,overcoat,0,6,60,79,105,59,85,36,424,False,False,generation-iv
413,wormadam-trash,bug,steel,anticipation,None,overcoat,0,6,60,69,95,69,95,36,424,False,False,generation-iv
414,mothim,bug,flying,swarm,None,tinted-lens,0,23,70,94,50,94,50,66,424,False,False,generation-iv
415,combee,bug,flying,honey-gather,None,hustle,0,5,30,30,42,30,42,70,244,False,False,generation-iv
416,vespiquen,bug,flying,pressure,None,unnerve,1,38,70,80,102,80,102,40,474,False,False,generation-iv
417,pachirisu,electric,None,run-away,pickup,volt-absorb,0,3,60,45,70,45,90,95,405,False,False,generation-iv
418,buizel,water,None,swift-swim,None,water-veil,0,29,55,65,35,60,30,85,330,False,False,generation-iv
419,floatzel,water,None,swift-swim,None,water-veil,1,33,85,105,55,85,50,115,495,False,False,generation-iv
420,cherubi,grass,None,chlorophyll,None,None ,0,3,45,35,45,62,53,35,275,False,False,generation-iv
421,cherrim,grass,None,flower-gift,None,None ,0,9,70,60,70,87,78,85,450,False,False,generation-iv
422,shellos,water,None,sticky-hold,storm-drain,sand-force,0,6,76,48,48,57,62,34,325,False,False,generation-iv
423,gastrodon,water,ground,sticky-hold,storm-drain,sand-force,0,29,111,83,68,92,82,39,475,False,False,generation-iv
424,ambipom,normal,None,technician,pickup,skill-link,1,20,75,100,66,60,66,115,482,False,False,generation-iv
425,drifloon,ghost,flying,aftermath,unburden,flare-boost,0,1,90,50,34,60,44,70,348,False,False,generation-iv
426,drifblim,ghost,flying,aftermath,unburden,flare-boost,1,15,150,80,44,90,54,80,498,False,False,generation-iv
427,buneary,normal,None,run-away,klutz,limber,0,5,55,66,44,44,56,85,350,False,False,generation-iv
428,lopunny,normal,None,cute-charm,klutz,limber,1,33,65,76,84,54,96,105,480,False,False,generation-iv
428,lopunny-mega,normal,fighting,scrappy,None,None ,1,28,65,136,94,54,96,135,580,False,False,generation-iv
429,mismagius,ghost,None,levitate,None,None ,0,4,60,60,60,105,105,105,495,False,False,generation-iv
430,honchkrow,dark,flying,insomnia,super-luck,moxie,0,27,100,125,52,105,52,71,505,False,False,generation-iv
431,glameow,normal,None,limber,own-tempo,keen-eye,0,3,49,55,42,42,37,85,310,False,False,generation-iv
432,purugly,normal,None,thick-fat,own-tempo,defiant,1,43,71,82,64,64,59,112,452,False,False,generation-iv
433,chingling,psychic,None,levitate,None,None ,0,0,45,30,50,65,50,45,285,False,False,generation-iv
434,stunky,poison,dark,stench,aftermath,keen-eye,0,19,63,63,47,41,41,74,329,False,False,generation-iv
435,skuntank,poison,dark,stench,aftermath,keen-eye,1,38,103,93,67,71,61,84,479,False,False,generation-iv
436,bronzor,steel,psychic,levitate,heatproof,heavy-metal,0,60,57,24,86,24,86,23,300,False,False,generation-iv
437,bronzong,steel,psychic,levitate,heatproof,heavy-metal,1,187,67,89,116,79,116,33,500,False,False,generation-iv
438,bonsly,rock,None,sturdy,rock-head,rattled,0,15,50,80,95,10,45,10,290,False,False,generation-iv
439,mime-jr,psychic,fairy,soundproof,filter,technician,0,13,20,25,45,70,90,60,310,False,False,generation-iv
440,happiny,normal,None,natural-cure,serene-grace,friend-guard,0,24,100,5,5,15,65,30,220,False,False,generation-iv
441,chatot,normal,flying,keen-eye,tangled-feet,big-pecks,0,1,76,65,45,92,42,91,411,False,False,generation-iv
442,spiritomb,ghost,dark,pressure,None,infiltrator,1,108,50,92,108,92,108,35,485,False,False,generation-iv
443,gible,dragon,ground,sand-veil,None,rough-skin,0,20,58,70,45,40,45,42,300,False,False,generation-iv
444,gabite,dragon,ground,sand-veil,None,rough-skin,1,56,68,90,65,50,55,82,410,False,False,generation-iv
445,garchomp,dragon,ground,sand-veil,None,rough-skin,1,95,108,130,95,80,85,102,600,False,False,generation-iv
445,garchomp-mega,dragon,ground,sand-force,None,None ,1,95,108,170,115,120,95,92,700,False,False,generation-iv
446,munchlax,normal,None,pickup,thick-fat,gluttony,0,105,135,85,40,40,85,5,390,False,False,generation-iv
447,riolu,fighting,None,steadfast,inner-focus,prankster,0,20,40,70,40,35,40,60,285,False,False,generation-iv
448,lucario,fighting,steel,steadfast,inner-focus,justified,1,54,70,110,70,115,70,90,525,False,False,generation-iv
448,lucario-mega,fighting,steel,adaptability,None,None ,1,57,70,145,88,140,70,112,625,False,False,generation-iv
449,hippopotas,ground,None,sand-stream,None,sand-force,0,49,68,72,78,38,42,32,330,False,False,generation-iv
450,hippowdon,ground,None,sand-stream,None,sand-force,2,300,108,112,118,68,72,47,525,False,False,generation-iv
451,skorupi,poison,bug,battle-armor,sniper,keen-eye,0,12,40,50,90,30,55,65,330,False,False,generation-iv
452,drapion,poison,dark,battle-armor,sniper,keen-eye,1,61,70,90,110,60,75,95,500,False,False,generation-iv
453,croagunk,poison,fighting,anticipation,dry-skin,poison-touch,0,23,48,61,40,61,40,50,300,False,False,generation-iv
454,toxicroak,poison,fighting,anticipation,dry-skin,poison-touch,1,44,83,106,65,86,65,85,490,False,False,generation-iv
455,carnivine,grass,None,levitate,None,None ,1,27,74,100,72,90,72,46,454,False,False,generation-iv
456,finneon,water,None,swift-swim,storm-drain,water-veil,0,7,49,49,56,49,61,66,330,False,False,generation-iv
457,lumineon,water,None,swift-swim,storm-drain,water-veil,1,24,69,69,76,69,86,91,460,False,False,generation-iv
458,mantyke,water,flying,swift-swim,water-absorb,water-veil,1,65,45,20,50,60,120,50,345,False,False,generation-iv
459,snover,grass,ice,snow-warning,None,soundproof,1,50,60,62,50,62,60,40,334,False,False,generation-iv
460,abomasnow,grass,ice,snow-warning,None,soundproof,2,135,90,92,75,92,85,60,494,False,False,generation-iv
460,abomasnow-mega,grass,ice,snow-warning,None,None ,2,185,90,132,105,132,105,30,594,False,False,generation-iv
461,weavile,dark,ice,pressure,None,pickpocket,1,34,70,120,65,45,85,125,510,False,False,generation-iv
462,magnezone,electric,steel,magnet-pull,sturdy,analytic,1,180,70,70,115,130,90,60,535,False,False,generation-iv
463,lickilicky,normal,None,own-tempo,oblivious,cloud-nine,1,140,110,85,95,80,95,50,515,False,False,generation-iv
464,rhyperior,ground,rock,lightning-rod,solid-rock,reckless,2,282,115,140,130,55,55,40,535,False,False,generation-iv
465,tangrowth,grass,None,chlorophyll,leaf-guard,regenerator,2,128,100,100,125,110,50,50,535,False,False,generation-iv
466,electivire,electric,None,motor-drive,None,vital-spirit,1,138,75,123,67,95,85,95,540,False,False,generation-iv
467,magmortar,fire,None,flame-body,None,vital-spirit,1,68,75,95,67,125,95,83,540,False,False,generation-iv
468,togekiss,fairy,flying,hustle,serene-grace,super-luck,1,38,85,50,95,120,115,80,545,False,False,generation-iv
469,yanmega,bug,flying,speed-boost,tinted-lens,frisk,1,51,86,76,86,116,56,95,515,False,False,generation-iv
470,leafeon,grass,None,leaf-guard,None,chlorophyll,1,25,65,110,130,60,65,95,525,False,False,generation-iv
471,glaceon,ice,None,snow-cloak,None,ice-body,0,25,65,60,110,130,95,65,525,False,False,generation-iv
472,gliscor,ground,flying,hyper-cutter,sand-veil,poison-heal,2,42,75,95,125,45,75,95,510,False,False,generation-iv
473,mamoswine,ice,ground,oblivious,snow-cloak,thick-fat,2,291,110,130,80,70,60,80,530,False,False,generation-iv
474,porygon-z,normal,None,adaptability,download,analytic,0,34,85,80,70,135,75,90,535,False,False,generation-i
475,gallade,psychic,fighting,steadfast,sharpness,justified,1,52,68,125,65,65,115,80,518,False,False,generation-iv
475,gallade-mega,psychic,fighting,inner-focus,None,None ,1,56,68,165,95,65,115,110,618,False,False,generation-iv
476,probopass,rock,steel,sturdy,magnet-pull,sand-force,1,340,60,55,145,75,150,40,525,False,False,generation-iv
477,dusknoir,ghost,None,pressure,None,frisk,2,106,45,100,135,65,135,45,525,False,False,generation-iv
478,froslass,ice,ghost,snow-cloak,None,cursed-body,1,26,70,80,70,80,70,110,480,False,False,generation-iv
479,rotom,electric,ghost,levitate,None,None ,0,0,50,50,77,95,77,91,440,False,False,generation-iv
479,rotom-heat,electric,fire,levitate,None,None ,0,0,50,65,107,105,107,86,520,False,False,generation-iv
479,rotom-wash,electric,water,levitate,None,None ,0,0,50,65,107,105,107,86,520,False,False,generation-iv
479,rotom-frost,electric,ice,levitate,None,None ,0,0,50,65,107,105,107,86,520,False,False,generation-iv
479,rotom-fan,electric,flying,levitate,None,None ,0,0,50,65,107,105,107,86,520,False,False,generation-iv
479,rotom-mow,electric,grass,levitate,None,None ,0,0,50,65,107,105,107,86,520,False,False,generation-iv
480,uxie,psychic,None,levitate,None,None ,0,0,75,75,130,75,130,95,580,True,False,generation-iv
481,mesprit,psychic,None,levitate,None,None ,0,0,80,105,105,105,105,80,580,True,False,generation-iv
482,azelf,psychic,None,levitate,None,None ,0,0,75,125,70,125,70,115,580,True,False,generation-iv
483,dialga,steel,dragon,pressure,None,telepathy,5,683,100,120,120,150,100,90,680,True,False,generation-iv
483,dialga-origin,steel,dragon,pressure,None,telepathy,7,848,100,100,120,150,120,90,680,True,False,generation-iv
484,palkia,water,dragon,pressure,None,telepathy,4,336,90,120,100,150,120,100,680,True,False,generation-iv
484,palkia-origin,water,dragon,pressure,None,telepathy,6,659,90,100,100,150,120,120,680,True,False,generation-iv
485,heatran,fire,steel,flash-fire,None,flame-body,1,430,91,90,106,130,106,77,600,True,False,generation-iv
486,regigigas,normal,None,slow-start,None,None ,3,420,110,160,110,80,110,100,670,True,False,generation-iv
487,giratina,ghost,dragon,pressure,None,telepathy,4,750,150,100,120,100,120,90,680,True,False,generation-iv
487,giratina-origin,ghost,dragon,levitate,None,None ,6,650,150,120,100,120,100,90,680,True,False,generation-iv
488,cresselia,psychic,None,levitate,None,None ,1,85,120,70,110,75,120,85,580,True,False,generation-iv
489,phione,water,None,hydration,None,None ,0,3,80,80,80,80,80,80,480,False,True,generation-iv
490,manaphy,water,None,hydration,None,None ,0,1,100,100,100,100,100,100,600,False,True,generation-iv
491,darkrai,dark,None,bad-dreams,None,None ,1,50,70,90,90,135,90,125,600,False,True,generation-iv
492,shaymin-land,grass,None,natural-cure,None,None ,0,2,100,100,100,100,100,100,600,False,True,generation-iv
492,shaymin-sky,grass,flying,serene-grace,None,None ,0,5,100,103,75,120,75,127,600,False,True,generation-iv
493,arceus,normal,None,multitype,None,None ,3,320,120,120,120,120,120,120,720,False,True,generation-iv
494,victini,psychic,fire,victory-star,None,None ,0,4,100,100,100,100,100,100,600,False,True,generation-v
495,snivy,grass,None,overgrow,None,contrary,0,8,45,45,55,45,55,63,308,False,False,generation-v
496,servine,grass,None,overgrow,None,contrary,0,16,60,60,75,60,75,83,413,False,False,generation-v
497,serperior,grass,None,overgrow,None,contrary,3,63,75,75,95,75,95,113,528,False,False,generation-v
498,tepig,fire,None,blaze,None,thick-fat,0,9,65,63,45,45,45,45,308,False,False,generation-v
499,pignite,fire,fighting,blaze,None,thick-fat,1,55,90,93,55,70,55,55,418,False,False,generation-v
500,emboar,fire,fighting,blaze,None,reckless,1,150,110,123,65,100,65,65,528,False,False,generation-v
501,oshawott,water,None,torrent,None,shell-armor,0,5,55,55,45,63,45,45,308,False,False,generation-v
502,dewott,water,None,torrent,None,shell-armor,0,24,75,75,60,83,60,60,413,False,False,generation-v
503,samurott,water,None,torrent,None,shell-armor,1,94,95,100,85,108,70,70,528,False,False,generation-v
503,samurott-hisui,water,dark,torrent,None,sharpness,1,58,90,108,80,100,65,85,528,False,False,generation-v
504,patrat,normal,None,run-away,keen-eye,analytic,0,11,45,55,39,35,39,42,255,False,False,generation-v
505,watchog,normal,None,illuminate,keen-eye,analytic,1,27,60,85,69,60,69,77,420,False,False,generation-v
506,lillipup,normal,None,vital-spirit,pickup,run-away,0,4,45,60,45,25,45,55,275,False,False,generation-v
507,herdier,normal,None,intimidate,sand-rush,scrappy,0,14,65,80,65,35,65,60,370,False,False,generation-v
508,stoutland,normal,None,intimidate,sand-rush,scrappy,1,61,85,110,90,45,90,80,500,False,False,generation-v
509,purrloin,dark,None,limber,unburden,prankster,0,10,41,50,37,50,37,66,281,False,False,generation-v
510,liepard,dark,None,limber,unburden,prankster,1,37,64,88,50,88,50,106,446,False,False,generation-v
511,pansage,grass,None,gluttony,None,overgrow,0,10,50,53,48,53,48,64,316,False,False,generation-v
512,simisage,grass,None,gluttony,None,overgrow,1,30,75,98,63,98,63,101,498,False,False,generation-v
513,pansear,fire,None,gluttony,None,blaze,0,11,50,53,48,53,48,64,316,False,False,generation-v
514,simisear,fire,None,gluttony,None,blaze,1,28,75,98,63,98,63,101,498,False,False,generation-v
515,panpour,water,None,gluttony,None,torrent,0,13,50,53,48,53,48,64,316,False,False,generation-v
516,simipour,water,None,gluttony,None,torrent,1,29,75,98,63,98,63,101,498,False,False,generation-v
517,munna,psychic,None,forewarn,synchronize,telepathy,0,23,76,25,45,67,55,24,292,False,False,generation-v
518,musharna,psychic,None,forewarn,synchronize,telepathy,1,60,116,55,85,107,95,29,487,False,False,generation-v
519,pidove,normal,flying,big-pecks,super-luck,rivalry,0,2,50,55,50,36,30,43,264,False,False,generation-v
520,tranquill,normal,flying,big-pecks,super-luck,rivalry,0,15,62,77,62,50,42,65,358,False,False,generation-v
521,unfezant,normal,flying,big-pecks,super-luck,rivalry,1,29,80,115,80,65,55,93,488,False,False,generation-v
522,blitzle,electric,None,lightning-rod,motor-drive,sap-sipper,0,29,45,60,32,50,32,76,295,False,False,generation-v
523,zebstrika,electric,None,lightning-rod,motor-drive,sap-sipper,1,79,75,100,63,80,63,116,497,False,False,generation-v
524,roggenrola,rock,None,sturdy,weak-armor,sand-force,0,18,55,75,85,25,25,15,280,False,False,generation-v
525,boldore,rock,None,sturdy,weak-armor,sand-force,0,102,70,105,105,50,40,20,390,False,False,generation-v
526,gigalith,rock,None,sturdy,sand-stream,sand-force,1,260,85,135,130,60,80,25,515,False,False,generation-v
527,woobat,psychic,flying,unaware,klutz,simple,0,2,65,45,43,55,43,72,323,False,False,generation-v
528,swoobat,psychic,flying,unaware,klutz,simple,0,10,67,57,55,77,55,114,425,False,False,generation-v
529,drilbur,ground,None,sand-rush,sand-force,mold-breaker,0,8,60,85,40,30,45,68,328,False,False,generation-v
530,excadrill,ground,steel,sand-rush,sand-force,mold-breaker,0,40,110,135,60,50,65,88,508,False,False,generation-v
531,audino,normal,None,healer,regenerator,klutz,1,31,103,60,86,60,86,50,445,False,False,generation-v
531,audino-mega,normal,fairy,healer,None,None ,1,32,103,60,126,80,126,50,545,False,False,generation-v
532,timburr,fighting,None,guts,sheer-force,iron-fist,0,12,75,80,55,25,35,35,305,False,False,generation-v
533,gurdurr,fighting,None,guts,sheer-force,iron-fist,1,40,85,105,85,40,50,40,405,False,False,generation-v
534,conkeldurr,fighting,None,guts,sheer-force,iron-fist,1,87,105,140,95,55,65,45,505,False,False,generation-v
535,tympole,water,None,swift-swim,hydration,water-absorb,0,4,50,50,40,50,40,64,294,False,False,generation-v
536,palpitoad,water,ground,swift-swim,hydration,water-absorb,0,17,75,65,55,65,55,69,384,False,False,generation-v
537,seismitoad,water,ground,swift-swim,poison-touch,water-absorb,1,62,105,95,75,85,75,74,509,False,False,generation-v
538,throh,fighting,None,guts,inner-focus,mold-breaker,1,55,120,100,85,30,85,45,465,False,False,generation-v
539,sawk,fighting,None,sturdy,inner-focus,mold-breaker,1,51,75,125,75,30,75,85,465,False,False,generation-v
540,sewaddle,bug,grass,swarm,chlorophyll,overcoat,0,2,45,53,70,40,60,42,310,False,False,generation-v
541,swadloon,bug,grass,leaf-guard,chlorophyll,overcoat,0,7,55,63,90,50,80,42,380,False,False,generation-v
542,leavanny,bug,grass,swarm,chlorophyll,overcoat,1,20,75,103,80,70,80,92,500,False,False,generation-v
543,venipede,bug,poison,poison-point,swarm,speed-boost,0,5,30,45,59,30,39,57,260,False,False,generation-v
544,whirlipede,bug,poison,poison-point,swarm,speed-boost,1,58,40,55,99,40,79,47,360,False,False,generation-v
545,scolipede,bug,poison,poison-point,swarm,speed-boost,2,200,60,100,89,55,69,112,485,False,False,generation-v
546,cottonee,grass,fairy,prankster,infiltrator,chlorophyll,0,0,40,27,60,37,50,66,280,False,False,generation-v
547,whimsicott,grass,fairy,prankster,infiltrator,chlorophyll,0,6,60,67,85,77,75,116,480,False,False,generation-v
548,petilil,grass,None,chlorophyll,own-tempo,leaf-guard,0,6,45,35,50,70,50,30,280,False,False,generation-v
549,lilligant,grass,None,chlorophyll,own-tempo,leaf-guard,1,16,70,60,75,110,75,90,480,False,False,generation-v
549,lilligant-hisui,grass,fighting,chlorophyll,hustle,leaf-guard,1,19,70,105,75,50,75,105,480,False,False,generation-v
550,basculin,water,None,reckless,adaptability,mold-breaker,1,18,70,92,65,80,55,98,460,False,False,generation-v
550,basculin-blue-striped,water,None,rock-head,adaptability,mold-breaker,1,18,70,92,65,80,55,98,460,False,False,generation-v
550,basculin-white-striped,water,None,rattled,adaptability,mold-breaker,1,18,70,92,65,80,55,98,460,False,False,generation-v
551,sandile,ground,dark,intimidate,moxie,anger-point,0,15,50,72,35,35,35,65,292,False,False,generation-v
552,krokorok,ground,dark,intimidate,moxie,anger-point,1,33,60,82,45,45,45,74,351,False,False,generation-v
553,krookodile,ground,dark,intimidate,moxie,anger-point,1,96,95,117,80,65,70,92,519,False,False,generation-v
554,darumaka,fire,None,hustle,None,inner-focus,0,37,70,90,45,15,45,50,315,False,False,generation-v
554,darumaka-galar,ice,None,hustle,None,inner-focus,0,40,70,90,45,15,45,50,315,False,False,generation-v
555,darmanitan,fire,None,sheer-force,None,zen-mode,1,92,105,140,55,30,55,95,480,False,False,generation-v
555,darmanitan-zen,fire,psychic,sheer-force,None,zen-mode,1,92,105,30,105,140,105,55,540,False,False,generation-v
555,darmanitan-galar,ice,None,gorilla-tactics,None,zen-mode,1,120,105,140,55,30,55,95,480,False,False,generation-v
555,darmanitan-galar-zen,ice,fire,gorilla-tactics,None,zen-mode,1,120,105,160,55,30,55,135,540,False,False,generation-v
556,maractus,grass,None,water-absorb,chlorophyll,storm-drain,1,28,75,86,67,106,67,60,461,False,False,generation-v
557,dwebble,bug,rock,sturdy,shell-armor,weak-armor,0,14,50,65,85,35,35,55,325,False,False,generation-v
558,crustle,bug,rock,sturdy,shell-armor,weak-armor,1,200,70,105,125,65,75,45,485,False,False,generation-v
559,scraggy,dark,fighting,shed-skin,moxie,intimidate,0,11,50,75,70,35,70,48,348,False,False,generation-v
560,scrafty,dark,fighting,shed-skin,moxie,intimidate,1,30,65,90,115,45,115,58,488,False,False,generation-v
561,sigilyph,psychic,flying,wonder-skin,magic-guard,tinted-lens,1,14,72,58,80,103,80,97,490,False,False,generation-v
562,yamask,ghost,None,mummy,None,None ,0,1,38,30,85,55,65,30,303,False,False,generation-v
562,yamask-galar,ground,ghost,wandering-spirit,None,None ,0,1,38,55,85,30,65,30,303,False,False,generation-v
563,cofagrigus,ghost,None,mummy,None,None ,1,76,58,50,145,95,105,30,483,False,False,generation-v
564,tirtouga,water,rock,solid-rock,sturdy,swift-swim,0,16,54,78,103,53,45,22,355,False,False,generation-v
565,carracosta,water,rock,solid-rock,sturdy,swift-swim,1,81,74,108,133,83,65,32,495,False,False,generation-v
566,archen,rock,flying,defeatist,None,None ,0,9,55,112,45,74,45,70,401,False,False,generation-v
567,archeops,rock,flying,defeatist,None,None ,1,32,75,140,65,112,65,110,567,False,False,generation-v
568,trubbish,poison,None,stench,sticky-hold,aftermath,0,31,50,50,62,40,62,65,329,False,False,generation-v
569,garbodor,poison,None,stench,weak-armor,aftermath,1,107,80,95,82,60,82,75,474,False,False,generation-v
569,garbodor-gmax,poison,None,stench,weak-armor,aftermath,21,1000,80,95,82,60,82,75,474,False,False,generation-v
570,zorua,dark,None,illusion,None,None ,0,12,40,65,40,80,40,65,330,False,False,generation-v
570,zorua-hisui,normal,ghost,illusion,None,None ,0,12,35,60,40,85,40,70,330,False,False,generation-v
571,zoroark,dark,None,illusion,None,None ,1,81,60,105,60,120,60,105,510,False,False,generation-v
571,zoroark-hisui,normal,ghost,illusion,None,None ,1,73,55,100,60,125,60,110,510,False,False,generation-v
572,minccino,normal,None,cute-charm,technician,skill-link,0,5,55,50,40,40,40,75,300,False,False,generation-v
573,cinccino,normal,None,cute-charm,technician,skill-link,0,7,75,95,60,65,60,115,470,False,False,generation-v
574,gothita,psychic,None,frisk,competitive,shadow-tag,0,5,45,30,50,55,65,45,290,False,False,generation-v
575,gothorita,psychic,None,frisk,competitive,shadow-tag,0,18,60,45,70,75,85,55,390,False,False,generation-v
576,gothitelle,psychic,None,frisk,competitive,shadow-tag,1,44,70,55,95,95,110,65,490,False,False,generation-v
577,solosis,psychic,None,overcoat,magic-guard,regenerator,0,1,45,30,40,105,50,20,290,False,False,generation-v
578,duosion,psychic,None,overcoat,magic-guard,regenerator,0,8,65,40,50,125,60,30,370,False,False,generation-v
579,reuniclus,psychic,None,overcoat,magic-guard,regenerator,1,20,110,65,75,125,85,30,490,False,False,generation-v
580,ducklett,water,flying,keen-eye,big-pecks,hydration,0,5,62,44,50,44,50,55,305,False,False,generation-v
581,swanna,water,flying,keen-eye,big-pecks,hydration,1,24,75,87,63,87,63,98,473,False,False,generation-v
582,vanillite,ice,None,ice-body,snow-cloak,weak-armor,0,5,36,50,50,65,60,44,305,False,False,generation-v
583,vanillish,ice,None,ice-body,snow-cloak,weak-armor,1,41,51,65,65,80,75,59,395,False,False,generation-v
584,vanilluxe,ice,None,ice-body,snow-warning,weak-armor,1,57,71,95,85,110,95,79,535,False,False,generation-v
585,deerling,normal,grass,chlorophyll,sap-sipper,serene-grace,0,19,60,60,50,40,50,75,335,False,False,generation-v
586,sawsbuck,normal,grass,chlorophyll,sap-sipper,serene-grace,1,92,80,100,70,60,70,95,475,False,False,generation-v
587,emolga,electric,flying,static,None,motor-drive,0,5,55,75,60,75,60,103,428,False,False,generation-v
588,karrablast,bug,None,swarm,shed-skin,no-guard,0,5,50,75,45,40,45,60,315,False,False,generation-v
589,escavalier,bug,steel,swarm,shell-armor,overcoat,1,33,70,135,105,60,105,20,495,False,False,generation-v
590,foongus,grass,poison,effect-spore,None,regenerator,0,1,69,55,45,55,55,15,294,False,False,generation-v
591,amoonguss,grass,poison,effect-spore,None,regenerator,0,10,114,85,70,85,80,30,464,False,False,generation-v
592,frillish,water,ghost,water-absorb,cursed-body,damp,1,33,55,40,50,65,85,40,335,False,False,generation-v
593,jellicent,water,ghost,water-absorb,cursed-body,damp,2,135,100,60,70,85,105,60,480,False,False,generation-v
594,alomomola,water,None,healer,hydration,regenerator,1,31,165,75,80,40,45,65,470,False,False,generation-v
595,joltik,bug,electric,compound-eyes,unnerve,swarm,0,0,50,47,50,57,50,65,319,False,False,generation-v
596,galvantula,bug,electric,compound-eyes,unnerve,swarm,0,14,70,77,60,97,60,108,472,False,False,generation-v
597,ferroseed,grass,steel,iron-barbs,None,None ,0,18,44,50,91,24,86,10,305,False,False,generation-v
598,ferrothorn,grass,steel,iron-barbs,None,anticipation,1,110,74,94,131,54,116,20,489,False,False,generation-v
599,klink,steel,None,plus,minus,clear-body,0,21,40,55,70,45,60,30,300,False,False,generation-v
600,klang,steel,None,plus,minus,clear-body,0,51,60,80,95,70,85,50,440,False,False,generation-v
601,klinklang,steel,None,plus,minus,clear-body,0,81,60,100,115,70,85,90,520,False,False,generation-v
602,tynamo,electric,None,levitate,None,None ,0,0,35,55,40,45,40,60,275,False,False,generation-v
603,eelektrik,electric,None,levitate,None,None ,1,22,65,85,70,75,70,40,405,False,False,generation-v
604,eelektross,electric,None,levitate,None,None ,2,80,85,115,80,105,80,50,515,False,False,generation-v
605,elgyem,psychic,None,telepathy,synchronize,analytic,0,9,55,55,55,85,55,30,335,False,False,generation-v
606,beheeyem,psychic,None,telepathy,synchronize,analytic,1,34,75,75,75,125,95,40,485,False,False,generation-v
607,litwick,ghost,fire,flash-fire,flame-body,infiltrator,0,3,50,30,55,65,55,20,275,False,False,generation-v
608,lampent,ghost,fire,flash-fire,flame-body,infiltrator,0,13,60,40,60,95,60,55,370,False,False,generation-v
609,chandelure,ghost,fire,flash-fire,flame-body,infiltrator,1,34,60,55,90,145,90,80,520,False,False,generation-v
610,axew,dragon,None,rivalry,mold-breaker,unnerve,0,18,46,87,60,30,40,57,320,False,False,generation-v
611,fraxure,dragon,None,rivalry,mold-breaker,unnerve,1,36,66,117,70,40,50,67,410,False,False,generation-v
612,haxorus,dragon,None,rivalry,mold-breaker,unnerve,1,105,76,147,90,60,70,97,540,False,False,generation-v
613,cubchoo,ice,None,snow-cloak,slush-rush,rattled,0,8,55,70,40,60,40,40,305,False,False,generation-v
614,beartic,ice,None,snow-cloak,slush-rush,swift-swim,2,260,95,130,80,70,80,50,505,False,False,generation-v
615,cryogonal,ice,None,levitate,None,None ,1,148,80,50,50,95,135,105,515,False,False,generation-v
616,shelmet,bug,None,hydration,shell-armor,overcoat,0,7,50,40,85,40,65,25,305,False,False,generation-v
