index,name,type,height,weight,abilities,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,legendary,mythical,generation,total_stats
408,cranidos,rock,0,31,mold-breaker,sheer-force,67,125,40,30,30,58,False,False,generation-iv,350
409,rampardos,rock,1,102,mold-breaker,sheer-force,97,165,60,65,50,58,False,False,generation-iv,495
410,shieldon,rock / steel,0,57,sturdy,soundproof,30,42,118,42,88,30,False,False,generation-iv,350
411,bastiodon,rock / steel,1,149,sturdy,soundproof,60,52,168,47,138,30,False,False,generation-iv,495
412,burmy,bug,0,3,shed-skin,overcoat,40,29,45,29,45,36,False,False,generation-iv,224
413,wormadam-plant,bug / grass,0,6,anticipation,overcoat,60,59,85,79,105,36,False,False,generation-iv,424
413,wormadam-sandy,bug / ground,0,6,anticipation,overcoat,60,79,105,59,85,36,False,False,generation-iv,424
413,wormadam-trash,bug / steel,0,6,anticipation,overcoat,60,69,95,69,95,36,False,False,generation-iv,424
414,mothim,bug / flying,0,23,swarm,tinted-lens,70,94,50,94,50,66,False,False,generation-iv,424
415,combee,bug / flying,0,5,honey-gather,hustle,30,30,42,30,42,70,False,False,generation-iv,244
416,vespiquen,bug / flying,1,38,pressure,unnerve,70,80,102,80,102,40,False,False,generation-iv,474
417,pachirisu,electric,0,3,run-away / pickup,volt-absorb,60,45,70,45,90,95,False,False,generation-iv,405
418,buizel,water,0,29,swift-swim,water-veil,55,65,35,60,30,85,False,False,generation-iv,330
419,floatzel,water,1,33,swift-swim,water-veil,85,105,55,85,50,115,False,False,generation-iv,495
420,cherubi,grass,0,3,chlorophyll,None ,45,35,45,62,53,35,False,False,generation-iv,275
421,cherrim,grass,0,9,flower-gift,None ,70,60,70,87,78,85,False,False,generation-iv,450
422,shellos,water,0,6,sticky-hold / storm-drain,sand-force,76,48,48,57,62,34,False,False,generation-iv,325
423,gastrodon,water / ground,0,29,sticky-hold / storm-drain,sand-force,111,83,68,92,82,39,False,False,generation-iv,475
424,ambipom,normal,1,20,technician / pickup,skill-link,75,100,66,60,66,115,False,False,generation-iv,482
425,drifloon,ghost / flying,0,1,aftermath / unburden,flare-boost,90,50,34,60,44,70,False,False,generation-iv,348
426,drifblim,ghost / flying,1,15,aftermath / unburden,flare-boost,150,80,44,90,54,80,False,False,generation-iv,498
427,buneary,normal,0,5,run-away / klutz,limber,55,66,44,44,56,85,False,False,generation-iv,350
428,lopunny,normal,1,33,cute-charm / klutz,limber,65,76,84,54,96,105,False,False,generation-iv,480
428,lopunny-mega,normal / fighting,1,28,scrappy,None ,65,136,94,54,96,135,False,False,generation-iv,580
429,mismagius,ghost,0,4,levitate,None ,60,60,60,105,105,105,False,False,generation-iv,495
430,honchkrow,dark / flying,0,27,insomnia / super-luck,moxie,100,125,52,105,52,71,False,False,generation-iv,505
431,glameow,normal,0,3,limber / own-tempo,keen-eye,49,55,42,42,37,85,False,False,generation-iv,310
432,purugly,normal,1,43,thick-fat / own-tempo,defiant,71,82,64,64,59,112,False,False,generation-iv,452
433,chingling,psychic,0,0,levitate,None ,45,30,50,65,50,45,False,False,generation-iv,285
434,stunky,poison / dark,0,19,stench / aftermath,keen-eye,63,63,47,41,41,74,False,False,generation-iv,329
435,skuntank,poison / dark,1,38,stench / aftermath,keen-eye,103,93,67,71,61,84,False,False,generation-iv,479
436,bronzor,steel / psychic,0,60,levitate / heatproof,heavy-metal,57,24,86,24,86,23,False,False,generation-iv,300
437,bronzong,steel / psychic,1,187,levitate / heatproof,heavy-metal,67,89,116,79,116,33,False,False,generation-iv,500
438,bonsly,rock,0,15,sturdy / rock-head,rattled,50,80,95,10,45,10,False,False,generation-iv,290
439,mime-jr,psychic / fairy,0,13,soundproof / filter,technician,20,25,45,70,90,60,False,False,generation-iv,310
440,happiny,normal,0,24,natural-cure / serene-grace,friend-guard,100,5,5,15,65,30,False,False,generation-iv,220
441,chatot,normal / flying,0,1,keen-eye / tangled-feet,big-pecks,76,65,45,92,42,91,False,False,generation-iv,411
442,spiritomb,ghost / dark,1,108,pressure,infiltrator,50,92,108,92,108,35,False,False,generation-iv,485
443,gible,dragon / ground,0,20,sand-veil,rough-skin,58,70,45,40,45,42,False,False,generation-iv,300
444,gabite,dragon / ground,1,56,sand-veil,rough-skin,68,90,65,50,55,82,False,False,generation-iv,410
445,garchomp,dragon / ground,1,95,sand-veil,rough-skin,108,130,95,80,85,102,False,False,generation-iv,600
445,garchomp-mega,dragon / ground,1,95,sand-force,None ,108,170,115,120,95,92,False,False,generation-iv,700
446,munchlax,normal,0,105,pickup / thick-fat,gluttony,135,85,40,40,85,5,False,False,generation-iv,390
447,riolu,fighting,0,20,steadfast / inner-focus,prankster,40,70,40,35,40,60,False,False,generation-iv,285
448,lucario,fighting / steel,1,54,steadfast / inner-focus,justified,70,110,70,115,70,90,False,False,generation-iv,525
448,lucario-mega,fighting / steel,1,57,adaptability,None ,70,145,88,140,70,112,False,False,generation-iv,625
449,hippopotas,ground,0,49,sand-stream,sand-force,68,72,78,38,42,32,False,False,generation-iv,330
450,hippowdon,ground,2,300,sand-stream,sand-force,108,112,118,68,72,47,False,False,generation-iv,525
451,skorupi,poison / bug,0,12,battle-armor / sniper,keen-eye,40,50,90,30,55,65,False,False,generation-iv,330
452,drapion,poison / dark,1,61,battle-armor / sniper,keen-eye,70,90,110,60,75,95,False,False,generation-iv,500
453,croagunk,poison / fighting,0,23,anticipation / dry-skin,poison-touch,48,61,40,61,40,50,False,False,generation-iv,300
454,toxicroak,poison / fighting,1,44,anticipation / dry-skin,poison-touch,83,106,65,86,65,85,False,False,generation-iv,490
455,carnivine,grass,1,27,levitate,None ,74,100,72,90,72,46,False,False,generation-iv,454
456,finneon,water,0,7,swift-swim / storm-drain,water-veil,49,49,56,49,61,66,False,False,generation-iv,330
457,lumineon,water,1,24,swift-swim / storm-drain,water-veil,69,69,76,69,86,91,False,False,generation-iv,460
458,mantyke,water / flying,1,65,swift-swim / water-absorb,water-veil,45,20,50,60,120,50,False,False,generation-iv,345
459,snover,grass / ice,1,50,snow-warning,soundproof,60,62,50,62,60,40,False,False,generation-iv,334
460,abomasnow,grass / ice,2,135,snow-warning,soundproof,90,92,75,92,85,60,False,False,generation-iv,494
460,abomasnow-mega,grass / ice,2,185,snow-warning,None ,90,132,105,132,105,30,False,False,generation-iv,594
461,weavile,dark / ice,1,34,pressure,pickpocket,70,120,65,45,85,125,False,False,generation-iv,510
462,magnezone,electric / steel,1,180,magnet-pull / sturdy,analytic,70,70,115,130,90,60,False,False,generation-iv,535
463,lickilicky,normal,1,140,own-tempo / oblivious,cloud-nine,110,85,95,80,95,50,False,False,generation-iv,515
464,rhyperior,ground / rock,2,282,lightning-rod / solid-rock,reckless,115,140,130,55,55,40,False,False,generation-iv,535
465,tangrowth,grass,2,128,chlorophyll / leaf-guard,regenerator,100,100,125,110,50,50,False,False,generation-iv,535
466,electivire,electric,1,138,motor-drive,vital-spirit,75,123,67,95,85,95,False,False,generation-iv,540
467,magmortar,fire,1,68,flame-body,vital-spirit,75,95,67,125,95,83,False,False,generation-iv,540
468,togekiss,fairy / flying,1,38,hustle / serene-grace,super-luck,85,50,95,120,115,80,False,False,generation-iv,545
469,yanmega,bug / flying,1,51,speed-boost / tinted-lens,frisk,86,76,86,116,56,95,False,False,generation-iv,515
470,leafeon,grass,1,25,leaf-guard,chlorophyll,65,110,130,60,65,95,False,False,generation-iv,525
471,glaceon,ice,0,25,snow-cloak,ice-body,65,60,110,130,95,65,False,False,generation-iv,525
472,gliscor,ground / flying,2,42,hyper-cutter / sand-veil,poison-heal,75,95,125,45,75,95,False,False,generation-iv,510
473,mamoswine,ice / ground,2,291,oblivious / snow-cloak,thick-fat,110,130,80,70,60,80,False,False,generation-iv,530
474,porygon-z,normal,0,34,adaptability / download,analytic,85,80,70,135,75,90,False,False,generation-i,535
475,gallade,psychic / fighting,1,52,steadfast / sharpness,justified,68,125,65,65,115,80,False,False,generation-iv,518
475,gallade-mega,psychic / fighting,1,56,inner-focus,None ,68,165,95,65,115,110,False,False,generation-iv,618
476,probopass,rock / steel,1,340,sturdy / magnet-pull,sand-force,60,55,145,75,150,40,False,False,generation-iv,525
477,dusknoir,ghost,2,106,pressure,frisk,45,100,135,65,135,45,False,False,generation-iv,525
478,froslass,ice / ghost,1,26,snow-cloak,cursed-body,70,80,70,80,70,110,False,False,generation-iv,480
479,rotom,electric / ghost,0,0,levitate,None ,50,50,77,95,77,91,False,False,generation-iv,440
479,rotom-heat,electric / fire,0,0,levitate,None ,50,65,107,105,107,86,False,False,generation-iv,520
479,rotom-wash,electric / water,0,0,levitate,None ,50,65,107,105,107,86,False,False,generation-iv,520
479,rotom-frost,electric / ice,0,0,levitate,None ,50,65,107,105,107,86,False,False,generation-iv,520
479,rotom-fan,electric / flying,0,0,levitate,None ,50,65,107,105,107,86,False,False,generation-iv,520
479,rotom-mow,electric / grass,0,0,levitate,None ,50,65,107,105,107,86,False,False,generation-iv,520
480,uxie,psychic,0,0,levitate,None ,75,75,130,75,130,95,True,False,generation-iv,580
481,mesprit,psychic,0,0,levitate,None ,80,105,105,105,105,80,True,False,generation-iv,580
482,azelf,psychic,0,0,levitate,None ,75,125,70,125,70,115,True,False,generation-iv,580
483,dialga,steel / dragon,5,683,pressure,telepathy,100,120,120,150,100,90,True,False,generation-iv,680
483,dialga-origin,steel / dragon,7,848,pressure,telepathy,100,100,120,150,120,90,True,False,generation-iv,680
484,palkia,water / dragon,4,336,pressure,telepathy,90,120,100,150,120,100,True,False,generation-iv,680
484,palkia-origin,water / dragon,6,659,pressure,telepathy,90,100,100,150,120,120,True,False,generation-iv,680
485,heatran,fire / steel,1,430,flash-fire,flame-body,91,90,106,130,106,77,True,False,generation-iv,600
486,regigigas,normal,3,420,slow-start,None ,110,160,110,80,110,100,True,False,generation-iv,670
487,giratina-altered,ghost / dragon,4,750,pressure,telepathy,150,100,120,100,120,90,True,False,generation-iv,680
487,giratina-origin,ghost / dragon,6,650,levitate,None ,150,120,100,120,100,90,True,False,generation-iv,680
488,cresselia,psychic,1,85,levitate,None ,120,70,110,75,120,85,True,False,generation-iv,580
489,phione,water,0,3,hydration,None ,80,80,80,80,80,80,False,True,generation-iv,480
490,manaphy,water,0,1,hydration,None ,100,100,100,100,100,100,False,True,generation-iv,600
491,darkrai,dark,1,50,bad-dreams,None ,70,90,90,135,90,125,False,True,generation-iv,600
492,shaymin-land,grass,0,2,natural-cure,None ,100,100,100,100,100,100,False,True,generation-iv,600
492,shaymin-sky,grass / flying,0,5,serene-grace,None ,100,103,75,120,75,127,False,True,generation-iv,600
493,arceus,normal,3,320,multitype,None ,120,120,120,120,120,120,False,True,generation-iv,720
494,victini,psychic / fire,0,4,victory-star,None ,100,100,100,100,100,100,False,True,generation-v,600
495,snivy,grass,0,8,overgrow,contrary,45,45,55,45,55,63,False,False,generation-v,308
496,servine,grass,0,16,overgrow,contrary,60,60,75,60,75,83,False,False,generation-v,413
497,serperior,grass,3,63,overgrow,contrary,75,75,95,75,95,113,False,False,generation-v,528
498,tepig,fire,0,9,blaze,thick-fat,65,63,45,45,45,45,False,False,generation-v,308
499,pignite,fire / fighting,1,55,blaze,thick-fat,90,93,55,70,55,55,False,False,generation-v,418
500,emboar,fire / fighting,1,150,blaze,reckless,110,123,65,100,65,65,False,False,generation-v,528
501,oshawott,water,0,5,torrent,shell-armor,55,55,45,63,45,45,False,False,generation-v,308
502,dewott,water,0,24,torrent,shell-armor,75,75,60,83,60,60,False,False,generation-v,413
503,samurott,water,1,94,torrent,shell-armor,95,100,85,108,70,70,False,False,generation-v,528
503,samurott-hisui,water / dark,1,58,torrent,sharpness,90,108,80,100,65,85,False,False,generation-v,528
504,patrat,normal,0,11,run-away / keen-eye,analytic,45,55,39,35,39,42,False,False,generation-v,255
505,watchog,normal,1,27,illuminate / keen-eye,analytic,60,85,69,60,69,77,False,False,generation-v,420
506,lillipup,normal,0,4,vital-spirit / pickup,run-away,45,60,45,25,45,55,False,False,generation-v,275
507,herdier,normal,0,14,intimidate / sand-rush,scrappy,65,80,65,35,65,60,False,False,generation-v,370
508,stoutland,normal,1,61,intimidate / sand-rush,scrappy,85,110,90,45,90,80,False,False,generation-v,500
509,purrloin,dark,0,10,limber / unburden,prankster,41,50,37,50,37,66,False,False,generation-v,281
510,liepard,dark,1,37,limber / unburden,prankster,64,88,50,88,50,106,False,False,generation-v,446
511,pansage,grass,0,10,gluttony,overgrow,50,53,48,53,48,64,False,False,generation-v,316
512,simisage,grass,1,30,gluttony,overgrow,75,98,63,98,63,101,False,False,generation-v,498
513,pansear,fire,0,11,gluttony,blaze,50,53,48,53,48,64,False,False,generation-v,316
514,simisear,fire,1,28,gluttony,blaze,75,98,63,98,63,101,False,False,generation-v,498
515,panpour,water,0,13,gluttony,torrent,50,53,48,53,48,64,False,False,generation-v,316
516,simipour,water,1,29,gluttony,torrent,75,98,63,98,63,101,False,False,generation-v,498
517,munna,psychic,0,23,forewarn / synchronize,telepathy,76,25,45,67,55,24,False,False,generation-v,292
518,musharna,psychic,1,60,forewarn / synchronize,telepathy,116,55,85,107,95,29,False,False,generation-v,487
519,pidove,normal / flying,0,2,big-pecks / super-luck,rivalry,50,55,50,36,30,43,False,False,generation-v,264
520,tranquill,normal / flying,0,15,big-pecks / super-luck,rivalry,62,77,62,50,42,65,False,False,generation-v,358
521,unfezant,normal / flying,1,29,big-pecks / super-luck,rivalry,80,115,80,65,55,93,False,False,generation-v,488
522,blitzle,electric,0,29,lightning-rod / motor-drive,sap-sipper,45,60,32,50,32,76,False,False,generation-v,295
523,zebstrika,electric,1,79,lightning-rod / motor-drive,sap-sipper,75,100,63,80,63,116,False,False,generation-v,497
524,roggenrola,rock,0,18,sturdy / weak-armor,sand-force,55,75,85,25,25,15,False,False,generation-v,280
525,boldore,rock,0,102,sturdy / weak-armor,sand-force,70,105,105,50,40,20,False,False,generation-v,390
526,gigalith,rock,1,260,sturdy / sand-stream,sand-force,85,135,130,60,80,25,False,False,generation-v,515
527,woobat,psychic / flying,0,2,unaware / klutz,simple,65,45,43,55,43,72,False,False,generation-v,323
528,swoobat,psychic / flying,0,10,unaware / klutz,simple,67,57,55,77,55,114,False,False,generation-v,425
529,drilbur,ground,0,8,sand-rush / sand-force,mold-breaker,60,85,40,30,45,68,False,False,generation-v,328
530,excadrill,ground / steel,0,40,sand-rush / sand-force,mold-breaker,110,135,60,50,65,88,False,False,generation-v,508
531,audino,normal,1,31,healer / regenerator,klutz,103,60,86,60,86,50,False,False,generation-v,445
531,audino-mega,normal / fairy,1,32,healer,None ,103,60,126,80,126,50,False,False,generation-v,545
532,timburr,fighting,0,12,guts / sheer-force,iron-fist,75,80,55,25,35,35,False,False,generation-v,305
533,gurdurr,fighting,1,40,guts / sheer-force,iron-fist,85,105,85,40,50,40,False,False,generation-v,405
534,conkeldurr,fighting,1,87,guts / sheer-force,iron-fist,105,140,95,55,65,45,False,False,generation-v,505
535,tympole,water,0,4,swift-swim / hydration,water-absorb,50,50,40,50,40,64,False,False,generation-v,294
536,palpitoad,water / ground,0,17,swift-swim / hydration,water-absorb,75,65,55,65,55,69,False,False,generation-v,384
537,seismitoad,water / ground,1,62,swift-swim / poison-touch,water-absorb,105,95,75,85,75,74,False,False,generation-v,509
538,throh,fighting,1,55,guts / inner-focus,mold-breaker,120,100,85,30,85,45,False,False,generation-v,465
539,sawk,fighting,1,51,sturdy / inner-focus,mold-breaker,75,125,75,30,75,85,False,False,generation-v,465
540,sewaddle,bug / grass,0,2,swarm / chlorophyll,overcoat,45,53,70,40,60,42,False,False,generation-v,310
541,swadloon,bug / grass,0,7,leaf-guard / chlorophyll,overcoat,55,63,90,50,80,42,False,False,generation-v,380
542,leavanny,bug / grass,1,20,swarm / chlorophyll,overcoat,75,103,80,70,80,92,False,False,generation-v,500
543,venipede,bug / poison,0,5,poison-point / swarm,speed-boost,30,45,59,30,39,57,False,False,generation-v,260
544,whirlipede,bug / poison,1,58,poison-point / swarm,speed-boost,40,55,99,40,79,47,False,False,generation-v,360
545,scolipede,bug / poison,2,200,poison-point / swarm,speed-boost,60,100,89,55,69,112,False,False,generation-v,485
546,cottonee,grass / fairy,0,0,prankster / infiltrator,chlorophyll,40,27,60,37,50,66,False,False,generation-v,280
547,whimsicott,grass / fairy,0,6,prankster / infiltrator,chlorophyll,60,67,85,77,75,116,False,False,generation-v,480
548,petilil,grass,0,6,chlorophyll / own-tempo,leaf-guard,45,35,50,70,50,30,False,False,generation-v,280
549,lilligant,grass,1,16,chlorophyll / own-tempo,leaf-guard,70,60,75,110,75,90,False,False,generation-v,480
549,lilligant-hisui,grass / fighting,1,19,chlorophyll / hustle,leaf-guard,70,105,75,50,75,105,False,False,generation-v,480
550,basculin-red-striped,water,1,18,reckless / adaptability,mold-breaker,70,92,65,80,55,98,False,False,generation-v,460
550,basculin-blue-striped,water,1,18,rock-head / adaptability,mold-breaker,70,92,65,80,55,98,False,False,generation-v,460
550,basculin-white-striped,water,1,18,rattled / adaptability,mold-breaker,70,92,65,80,55,98,False,False,generation-v,460
551,sandile,ground / dark,0,15,intimidate / moxie,anger-point,50,72,35,35,35,65,False,False,generation-v,292
552,krokorok,ground / dark,1,33,intimidate / moxie,anger-point,60,82,45,45,45,74,False,False,generation-v,351
553,krookodile,ground / dark,1,96,intimidate / moxie,anger-point,95,117,80,65,70,92,False,False,generation-v,519
554,darumaka,fire,0,37,hustle,inner-focus,70,90,45,15,45,50,False,False,generation-v,315
554,darumaka-galar,ice,0,40,hustle,inner-focus,70,90,45,15,45,50,False,False,generation-v,315
555,darmanitan-standard,fire,1,92,sheer-force,zen-mode,105,140,55,30,55,95,False,False,generation-v,480
555,darmanitan-zen,fire / psychic,1,92,sheer-force,zen-mode,105,30,105,140,105,55,False,False,generation-v,540
555,darmanitan-galar-standard,ice,1,120,gorilla-tactics,zen-mode,105,140,55,30,55,95,False,False,generation-v,480
555,darmanitan-galar-zen,ice / fire,1,120,gorilla-tactics,zen-mode,105,160,55,30,55,135,False,False,generation-v,540
556,maractus,grass,1,28,water-absorb / chlorophyll,storm-drain,75,86,67,106,67,60,False,False,generation-v,461
557,dwebble,bug / rock,0,14,sturdy / shell-armor,weak-armor,50,65,85,35,35,55,False,False,generation-v,325
558,crustle,bug / rock,1,200,sturdy / shell-armor,weak-armor,70,105,125,65,75,45,False,False,generation-v,485
559,scraggy,dark / fighting,0,11,shed-skin / moxie,intimidate,50,75,70,35,70,48,False,False,generation-v,348
560,scrafty,dark / fighting,1,30,shed-skin / moxie,intimidate,65,90,115,45,115,58,False,False,generation-v,488
561,sigilyph,psychic / flying,1,14,wonder-skin / magic-guard,tinted-lens,72,58,80,103,80,97,False,False,generation-v,490
562,yamask,ghost,0,1,mummy,None ,38,30,85,55,65,30,False,False,generation-v,303
562,yamask-galar,ground / ghost,0,1,wandering-spirit,None ,38,55,85,30,65,30,False,False,generation-v,303
563,cofagrigus,ghost,1,76,mummy,None ,58,50,145,95,105,30,False,False,generation-v,483
564,tirtouga,water / rock,0,16,solid-rock / sturdy,swift-swim,54,78,103,53,45,22,False,False,generation-v,355
565,carracosta,water / rock,1,81,solid-rock / sturdy,swift-swim,74,108,133,83,65,32,False,False,generation-v,495
566,archen,rock / flying,0,9,defeatist,None ,55,112,45,74,45,70,False,False,generation-v,401
567,archeops,rock / flying,1,32,defeatist,None ,75,140,65,112,65,110,False,False,generation-v,567
568,trubbish,poison,0,31,stench / sticky-hold,aftermath,50,50,62,40,62,65,False,False,generation-v,329
569,garbodor,poison,1,107,stench / weak-armor,aftermath,80,95,82,60,82,75,False,False,generation-v,474
569,garbodor-gmax,poison,21,1000,stench / weak-armor,aftermath,80,95,82,60,82,75,False,False,generation-v,474
570,zorua,dark,0,12,illusion,None ,40,65,40,80,40,65,False,False,generation-v,330
570,zorua-hisui,normal / ghost,0,12,illusion,None ,35,60,40,85,40,70,False,False,generation-v,330
571,zoroark,dark,1,81,illusion,None ,60,105,60,120,60,105,False,False,generation-v,510
571,zoroark-hisui,normal / ghost,1,73,illusion,None ,55,100,60,125,60,110,False,False,generation-v,510
572,minccino,normal,0,5,cute-charm / technician,skill-link,55,50,40,40,40,75,False,False,generation-v,300
573,cinccino,normal,0,7,cute-charm / technician,skill-link,75,95,60,65,60,115,False,False,generation-v,470
574,gothita,psychic,0,5,frisk / competitive,shadow-tag,45,30,50,55,65,45,False,False,generation-v,290
575,gothorita,psychic,0,18,frisk / competitive,shadow-tag,60,45,70,75,85,55,False,False,generation-v,390
576,gothitelle,psychic,1,44,frisk / competitive,shadow-tag,70,55,95,95,110,65,False,False,generation-v,490
577,solosis,psychic,0,1,overcoat / magic-guard,regenerator,45,30,40,105,50,20,False,False,generation-v,290
578,duosion,psychic,0,8,overcoat / magic-guard,regenerator,65,40,50,125,60,30,False,False,generation-v,370
579,reuniclus,psychic,1,20,overcoat / magic-guard,regenerator,110,65,75,125,85,30,False,False,generation-v,490
580,ducklett,water / flying,0,5,keen-eye / big-pecks,hydration,62,44,50,44,50,55,False,False,generation-v,305
581,swanna,water / flying,1,24,keen-eye / big-pecks,hydration,75,87,63,87,63,98,False,False,generation-v,473
582,vanillite,ice,0,5,ice-body / snow-cloak,weak-armor,36,50,50,65,60,44,False,False,generation-v,305
583,vanillish,ice,1,41,ice-body / snow-cloak,weak-armor,51,65,65,80,75,59,False,False,generation-v,395
584,vanilluxe,ice,1,57,ice-body / snow-warning,weak-armor,71,95,85,110,95,79,False,False,generation-v,535
585,deerling,normal / grass,0,19,chlorophyll / sap-sipper,serene-grace,60,60,50,40,50,75,False,False,generation-v,335
586,sawsbuck,normal / grass,1,92,chlorophyll / sap-sipper,serene-grace,80,100,70,60,70,95,False,False,generation-v,475
587,emolga,electric / flying,0,5,static,motor-drive,55,75,60,75,60,103,False,False,generation-v,428
588,karrablast,bug,0,5,swarm / shed-skin,no-guard,50,75,45,40,45,60,False,False,generation-v,315
589,escavalier,bug / steel,1,33,swarm / shell-armor,overcoat,70,135,105,60,105,20,False,False,generation-v,495
590,foongus,grass / poison,0,1,effect-spore,regenerator,69,55,45,55,55,15,False,False,generation-v,294
591,amoonguss,grass / poison,0,10,effect-spore,regenerator,114,85,70,85,80,30,False,False,generation-v,464
592,frillish,water / ghost,1,33,water-absorb / cursed-body,damp,55,40,50,65,85,40,False,False,generation-v,335
593,jellicent,water / ghost,2,135,water-absorb / cursed-body,damp,100,60,70,85,105,60,False,False,generation-v,480
594,alomomola,water,1,31,healer / hydration,regenerator,165,75,80,40,45,65,False,False,generation-v,470
595,joltik,bug / electric,0,0,compound-eyes / unnerve,swarm,50,47,50,57,50,65,False,False,generation-v,319
596,galvantula,bug / electric,0,14,compound-eyes / unnerve,swarm,70,77,60,97,60,108,False,False,generation-v,472
597,ferroseed,grass / steel,0,18,iron-barbs,None ,44,50,91,24,86,10,False,False,generation-v,305
598,ferrothorn,grass / steel,1,110,iron-barbs,anticipation,74,94,131,54,116,20,False,False,generation-v,489
599,klink,steel,0,21,plus / minus,clear-body,40,55,70,45,60,30,False,False,generation-v,300
600,klang,steel,0,51,plus / minus,clear-body,60,80,95,70,85,50,False,False,generation-v,440
601,klinklang,steel,0,81,plus / minus,clear-body,60,100,115,70,85,90,False,False,generation-v,520
602,tynamo,electric,0,0,levitate,None ,35,55,40,45,40,60,False,False,generation-v,275
603,eelektrik,electric,1,22,levitate,None ,65,85,70,75,70,40,False,False,generation-v,405
604,eelektross,electric,2,80,levitate,None ,85,115,80,105,80,50,False,False,generation-v,515
605,elgyem,psychic,0,9,telepathy / synchronize,analytic,55,55,55,85,55,30,False,False,generation-v,335
606,beheeyem,psychic,1,34,telepathy / synchronize,analytic,75,75,75,125,95,40,False,False,generation-v,485
607,litwick,ghost / fire,0,3,flash-fire / flame-body,infiltrator,50,30,55,65,55,20,False,False,generation-v,275
608,lampent,ghost / fire,0,13,flash-fire / flame-body,infiltrator,60,40,60,95,60,55,False,False,generation-v,370
609,chandelure,ghost / fire,1,34,flash-fire / flame-body,infiltrator,60,55,90,145,90,80,False,False,generation-v,520
610,axew,dragon,0,18,rivalry / mold-breaker,unnerve,46,87,60,30,40,57,False,False,generation-v,320
611,fraxure,dragon,1,36,rivalry / mold-breaker,unnerve,66,117,70,40,50,67,False,False,generation-v,410
612,haxorus,dragon,1,105,rivalry / mold-breaker,unnerve,76,147,90,60,70,97,False,False,generation-v,540
613,cubchoo,ice,0,8,snow-cloak / slush-rush,rattled,55,70,40,60,40,40,False,False,generation-v,305
614,beartic,ice,2,260,snow-cloak / slush-rush,swift-swim,95,130,80,70,80,50,False,False,generation-v,505
615,cryogonal,ice,1,148,levitate,None ,80,50,50,95,135,105,False,False,generation-v,515
616,shelmet,bug,0,7,hydration / shell-armor,overcoat,50,40,85,40,65,25,False,False,generation-v,305
617,accelgor,bug,0,25,hydration / sticky-hold,unburden,80,70,40,100,60,145,False,False,generation-v,495
618,stunfisk,ground / electric,0,11,static / limber,sand-veil,109,66,84,81,99,32,False,False,generation-v,471
618,stunfisk-galar,ground / steel,0,20,mimicry,None ,109,81,99,66,84,32,False,False,generation-v,471
619,mienfoo,fighting,0,20,inner-focus / regenerator,reckless,45,85,50,55,50,65,False,False,generation-v,350
620,mienshao,fighting,1,35,inner-focus / regenerator,reckless,65,125,60,95,60,105,False,False,generation-v,510
621,druddigon,dragon,1,139,rough-skin / sheer-force,mold-breaker,77,120,90,60,90,48,False,False,generation-v,485
622,golett,ground / ghost,1,92,iron-fist / klutz,no-guard,59,74,50,35,50,35,False,False,generation-v,303
623,golurk,ground / ghost,2,330,iron-fist / klutz,no-guard,89,124,80,55,80,55,False,False,generation-v,483
624,pawniard,dark / steel,0,10,defiant / inner-focus,pressure,45,85,70,40,40,60,False,False,generation-v,340
625,bisharp,dark / steel,1,70,defiant / inner-focus,pressure,65,125,100,60,70,70,False,False,generation-v,490
626,bouffalant,normal,1,94,reckless / sap-sipper,soundproof,95,110,95,40,95,55,False,False,generation-v,490
627,rufflet,normal / flying,0,10,keen-eye / sheer-force,hustle,70,83,50,37,50,60,False,False,generation-v,350
628,braviary,normal / flying,1,41,keen-eye / sheer-force,defiant,100,123,75,57,75,80,False,False,generation-v,510
628,braviary-hisui,psychic / flying,1,43,keen-eye / sheer-force,tinted-lens,110,83,70,112,70,65,False,False,generation-v,510
629,vullaby,dark / flying,0,9,big-pecks / overcoat,weak-armor,70,55,75,45,65,60,False,False,generation-v,370
630,mandibuzz,dark / flying,1,39,big-pecks / overcoat,weak-armor,110,65,105,55,95,80,False,False,generation-v,510
631,heatmor,fire,1,58,gluttony / flash-fire,white-smoke,85,97,66,105,66,65,False,False,generation-v,484
632,durant,bug / steel,0,33,swarm / hustle,truant,58,109,112,48,48,109,False,False,generation-v,484
633,deino,dark / dragon,0,17,hustle,None ,52,65,50,45,50,38,False,False,generation-v,300
634,zweilous,dark / dragon,1,50,hustle,None ,72,85,70,65,70,58,False,False,generation-v,420
635,hydreigon,dark / dragon,1,160,levitate,None ,92,105,90,125,90,98,False,False,generation-v,600
636,larvesta,bug / fire,1,28,flame-body,swarm,55,85,55,50,55,60,False,False,generation-v,360
637,volcarona,bug / fire,1,46,flame-body,swarm,85,60,65,135,105,100,False,False,generation-v,550
638,cobalion,steel / fighting,2,250,justified,None ,91,90,129,90,72,108,True,False,generation-v,580
639,terrakion,rock / fighting,1,260,justified,None ,91,129,90,72,90,108,True,False,generation-v,580
640,virizion,grass / fighting,2,200,justified,None ,91,90,72,90,129,108,True,False,generation-v,580
641,tornadus-incarnate,flying,1,63,prankster,defiant,79,115,70,125,80,111,True,False,generation-v,580
641,tornadus-therian,flying,1,63,regenerator,None ,79,100,80,110,90,121,True,False,generation-v,580
