index,name,type1,type2,ability1,ability2,hidden_ability,height,weight,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation,VGCusage2022,VGCusage2023,VGCusage2024
296,makuhita,fighting,None,thick-fat,guts,sheer-force,1,86,72,60,30,20,30,25,237,False,False,generation-iii,NoUsage,0.0,0.0
297,hariyama,fighting,None,thick-fat,guts,sheer-force,2,253,144,120,60,40,60,50,474,False,False,generation-iii,NoUsage,1.18322,0.06518
298,azurill,normal,fairy,thick-fat,huge-power,sap-sipper,0,2,50,20,40,20,40,20,190,False,False,generation-iii,0.0,0.0,0.0
299,nosepass,rock,None,sturdy,magnet-pull,sand-force,1,97,30,45,135,45,90,30,375,False,False,generation-iii,NoUsage,0.00011,0.0
300,skitty,normal,None,cute-charm,normalize,wonder-skin,0,11,50,45,45,35,35,50,260,False,False,generation-iii,NoUsage,NoUsage,NoUsage
301,delcatty,normal,None,cute-charm,normalize,wonder-skin,1,32,70,65,65,55,55,90,400,False,False,generation-iii,NoUsage,NoUsage,NoUsage
302,sableye,dark,ghost,keen-eye,stall,prankster,0,11,50,75,75,65,65,50,380,False,False,generation-iii,0.9337,2.27836,0.34594
302,sableye-mega,dark,ghost,magic-bounce,None,None ,0,161,50,85,125,85,115,20,480,False,False,generation-iii,NoUsage,NoUsage,NoUsage
303,mawile,steel,fairy,hyper-cutter,intimidate,sheer-force,0,11,50,85,85,55,55,50,380,False,False,generation-iii,0.0,NoUsage,NoUsage
303,mawile-mega,steel,fairy,huge-power,None,None ,1,23,50,105,125,55,95,50,480,False,False,generation-iii,NoUsage,NoUsage,NoUsage
304,aron,steel,rock,sturdy,rock-head,heavy-metal,0,60,50,70,100,40,40,30,330,False,False,generation-iii,0.0,NoUsage,NoUsage
305,lairon,steel,rock,sturdy,rock-head,heavy-metal,0,120,60,90,140,50,50,40,430,False,False,generation-iii,0.0,NoUsage,NoUsage
306,aggron,steel,rock,sturdy,rock-head,heavy-metal,2,360,70,110,180,60,60,50,530,False,False,generation-iii,0.00191,NoUsage,NoUsage
306,aggron-mega,steel,None,filter,None,None ,2,395,70,140,230,60,80,50,630,False,False,generation-iii,NoUsage,NoUsage,NoUsage
307,meditite,fighting,psychic,pure-power,None,telepathy,0,11,30,40,55,40,55,60,280,False,False,generation-iii,NoUsage,0.0,0.0
308,medicham,fighting,psychic,pure-power,None,telepathy,1,31,60,60,75,60,75,80,410,False,False,generation-iii,NoUsage,0.13938,0.03728
308,medicham-mega,fighting,psychic,pure-power,None,None ,1,31,60,100,85,80,85,100,510,False,False,generation-iii,NoUsage,NoUsage,NoUsage
309,electrike,electric,None,static,lightning-rod,minus,0,15,40,45,40,65,40,65,295,False,False,generation-iii,0.0,NoUsage,NoUsage
310,manectric,electric,None,static,lightning-rod,minus,1,40,70,75,60,105,60,105,475,False,False,generation-iii,0.0,NoUsage,NoUsage
310,manectric-mega,electric,None,intimidate,None,None ,1,44,70,75,80,135,80,135,575,False,False,generation-iii,NoUsage,NoUsage,NoUsage
311,plusle,electric,None,plus,None,lightning-rod,0,4,60,50,40,85,75,95,405,False,False,generation-iii,NoUsage,NoUsage,0.00076
312,minun,electric,None,minus,None,volt-absorb,0,4,60,40,50,75,85,95,405,False,False,generation-iii,NoUsage,NoUsage,1e-05
313,volbeat,bug,None,illuminate,swarm,prankster,0,17,65,73,75,47,85,85,430,False,False,generation-iii,NoUsage,0.10653,0.03474
314,illumise,bug,None,oblivious,tinted-lens,prankster,0,17,65,47,75,73,85,85,430,False,False,generation-iii,NoUsage,0.41323,0.01111
315,roselia,grass,poison,natural-cure,poison-point,leaf-guard,0,2,50,60,45,100,80,65,400,False,False,generation-iii,0.0,NoUsage,NoUsage
316,gulpin,poison,None,liquid-ooze,sticky-hold,gluttony,0,10,70,43,53,43,53,40,302,False,False,generation-iii,NoUsage,0.0,0.0
317,swalot,poison,None,liquid-ooze,sticky-hold,gluttony,1,80,100,73,83,73,83,55,467,False,False,generation-iii,NoUsage,0.0,0.0
318,carvanha,water,dark,rough-skin,None,speed-boost,0,20,45,90,20,65,20,65,305,False,False,generation-iii,0.0,NoUsage,NoUsage
319,sharpedo,water,dark,rough-skin,None,speed-boost,1,88,70,120,40,95,40,95,460,False,False,generation-iii,0.0,NoUsage,NoUsage
319,sharpedo-mega,water,dark,strong-jaw,None,None ,2,130,70,140,70,110,65,105,560,False,False,generation-iii,NoUsage,NoUsage,NoUsage
320,wailmer,water,None,water-veil,oblivious,pressure,2,130,130,70,35,70,35,60,400,False,False,generation-iii,0.0,NoUsage,NoUsage
321,wailord,water,None,water-veil,oblivious,pressure,14,398,170,90,45,90,45,60,500,False,False,generation-iii,0.0,NoUsage,NoUsage
322,numel,fire,ground,oblivious,simple,own-tempo,0,24,60,60,40,65,45,35,305,False,False,generation-iii,NoUsage,0.0,1e-05
323,camerupt,fire,ground,magma-armor,solid-rock,anger-point,1,220,70,100,70,105,75,40,460,False,False,generation-iii,NoUsage,0.01802,0.00746
323,camerupt-mega,fire,ground,sheer-force,None,None ,2,320,70,120,100,145,105,20,560,False,False,generation-iii,NoUsage,NoUsage,NoUsage
324,torkoal,fire,None,white-smoke,drought,shell-armor,0,80,70,85,140,85,70,20,470,False,False,generation-iii,3.17307,14.95923,5.22535
325,spoink,psychic,None,thick-fat,own-tempo,gluttony,0,30,60,25,35,70,80,60,330,False,False,generation-iii,NoUsage,0.0,0.0
326,grumpig,psychic,None,thick-fat,own-tempo,gluttony,0,71,80,45,65,90,110,80,470,False,False,generation-iii,NoUsage,0.0006,0.00121
327,spinda,normal,None,own-tempo,tangled-feet,contrary,1,5,60,60,60,60,60,60,360,False,False,generation-iii,NoUsage,NoUsage,NoUsage
328,trapinch,ground,None,hyper-cutter,arena-trap,sheer-force,0,15,45,100,45,45,45,10,290,False,False,generation-iii,0.0,NoUsage,0.00218
329,vibrava,ground,dragon,levitate,None,None ,1,15,50,70,50,50,50,70,340,False,False,generation-iii,0.0,NoUsage,0.0
330,flygon,ground,dragon,levitate,None,None ,2,82,80,100,80,80,80,100,520,False,False,generation-iii,0.0,NoUsage,0.00894
331,cacnea,grass,None,sand-veil,None,water-absorb,0,51,50,85,40,85,40,35,335,False,False,generation-iii,NoUsage,0.0,0.0
332,cacturne,grass,dark,sand-veil,None,water-absorb,1,77,70,115,60,115,60,55,475,False,False,generation-iii,NoUsage,0.00493,0.00021
333,swablu,normal,flying,natural-cure,None,cloud-nine,0,1,45,40,60,40,75,50,310,False,False,generation-iii,0.0,0.0,0.0
334,altaria,dragon,flying,natural-cure,None,cloud-nine,1,20,75,70,90,70,105,80,490,False,False,generation-iii,0.00028,0.0406,0.00669
334,altaria-mega,dragon,fairy,pixilate,None,None ,1,20,75,110,110,110,105,80,590,False,False,generation-iii,NoUsage,NoUsage,NoUsage
335,zangoose,normal,None,immunity,None,toxic-boost,1,40,73,115,60,60,60,90,458,False,False,generation-iii,NoUsage,0.00043,2e-05
336,seviper,poison,None,shed-skin,None,infiltrator,2,52,73,100,60,100,60,65,458,False,False,generation-iii,NoUsage,0.0,0.0
337,lunatone,rock,psychic,levitate,None,None ,1,168,90,55,65,95,85,70,460,False,False,generation-iii,0.0,NoUsage,NoUsage
338,solrock,rock,psychic,levitate,None,None ,1,154,90,95,85,55,65,70,460,False,False,generation-iii,0.0,NoUsage,NoUsage
339,barboach,water,ground,oblivious,anticipation,hydration,0,1,50,48,43,46,41,60,288,False,False,generation-iii,0.0,0.0,0.0
340,whiscash,water,ground,oblivious,anticipation,hydration,0,23,110,78,73,76,71,60,468,False,False,generation-iii,0.0,0.0,6e-05
341,corphish,water,None,hyper-cutter,shell-armor,adaptability,0,11,43,80,65,50,35,35,308,False,False,generation-iii,0.0,0.0,0.0
342,crawdaunt,water,dark,hyper-cutter,shell-armor,adaptability,1,32,63,120,85,90,55,55,468,False,False,generation-iii,0.00593,0.06258,0.01103
343,baltoy,ground,psychic,levitate,None,None ,0,21,40,40,55,40,70,55,300,False,False,generation-iii,0.0,NoUsage,NoUsage
344,claydol,ground,psychic,levitate,None,None ,1,108,60,70,105,70,120,75,500,False,False,generation-iii,5e-05,NoUsage,NoUsage
345,lileep,rock,grass,suction-cups,None,storm-drain,1,23,66,41,77,61,87,23,355,False,False,generation-iii,0.0,NoUsage,NoUsage
346,cradily,rock,grass,suction-cups,None,storm-drain,1,60,86,81,97,81,107,43,495,False,False,generation-iii,0.02295,NoUsage,NoUsage
347,anorith,rock,bug,battle-armor,None,swift-swim,0,12,45,95,50,40,50,75,355,False,False,generation-iii,0.0,NoUsage,NoUsage
348,armaldo,rock,bug,battle-armor,None,swift-swim,1,68,75,125,100,70,80,45,495,False,False,generation-iii,0.0008,NoUsage,NoUsage
349,feebas,water,None,swift-swim,oblivious,adaptability,0,7,20,15,20,10,55,80,200,False,False,generation-iii,0.0,0.0,0.0
350,milotic,water,None,marvel-scale,competitive,cute-charm,6,162,95,60,79,100,125,81,540,False,False,generation-iii,0.41164,4.16544,0.55265
351,castform,normal,None,forecast,None,None ,0,0,70,70,70,70,70,70,420,False,False,generation-iii,NoUsage,NoUsage,NoUsage
351,castform-sunny,fire,None,forecast,None,None ,0,0,70,70,70,70,70,70,420,False,False,generation-iii,NoUsage,NoUsage,NoUsage
351,castform-rainy,water,None,forecast,None,None ,0,0,70,70,70,70,70,70,420,False,False,generation-iii,NoUsage,NoUsage,NoUsage
351,castform-snowy,ice,None,forecast,None,None ,0,0,70,70,70,70,70,70,420,False,False,generation-iii,NoUsage,NoUsage,NoUsage
352,kecleon,normal,None,color-change,None,protean,1,22,60,90,70,60,120,40,440,False,False,generation-iii,NoUsage,NoUsage,NoUsage
353,shuppet,ghost,None,insomnia,frisk,cursed-body,0,2,44,75,35,63,33,45,295,False,False,generation-iii,NoUsage,0.0,0.0
354,banette,ghost,None,insomnia,frisk,cursed-body,1,12,64,115,65,83,63,65,455,False,False,generation-iii,NoUsage,0.00069,7e-05
354,banette-mega,ghost,None,prankster,None,None ,1,13,64,165,75,93,83,75,555,False,False,generation-iii,NoUsage,NoUsage,NoUsage
355,duskull,ghost,None,levitate,None,frisk,0,15,20,40,90,30,90,25,295,False,False,generation-iii,0.0,0.0,0.0
356,dusclops,ghost,None,pressure,None,frisk,1,30,40,70,130,60,130,25,455,False,False,generation-iii,3.16546,1.47095,0.52334
357,tropius,grass,flying,chlorophyll,solar-power,harvest,2,100,99,68,83,72,87,51,460,False,False,generation-iii,NoUsage,0.05184,0.00319
358,chimecho,psychic,None,levitate,None,None ,0,1,75,50,80,95,90,65,455,False,False,generation-iii,NoUsage,0.00405,1e-05
359,absol,dark,None,pressure,super-luck,justified,1,47,65,130,60,75,60,75,465,False,False,generation-iii,0.0,NoUsage,NoUsage
359,absol-mega,dark,None,magic-bounce,None,None ,1,49,65,150,60,115,60,115,565,False,False,generation-iii,NoUsage,NoUsage,NoUsage
360,wynaut,psychic,None,shadow-tag,None,telepathy,0,14,95,23,48,23,48,23,260,False,False,generation-iii,0.0,NoUsage,NoUsage
361,snorunt,ice,None,inner-focus,ice-body,moody,0,16,50,50,50,50,50,50,300,False,False,generation-iii,0.0,0.0,0.0
362,glalie,ice,None,inner-focus,ice-body,moody,1,256,80,80,80,80,80,80,480,False,False,generation-iii,0.0,0.0183,0.00014
362,glalie-mega,ice,None,refrigerate,None,None ,2,350,80,120,80,120,80,100,580,False,False,generation-iii,NoUsage,NoUsage,NoUsage
363,spheal,ice,water,thick-fat,ice-body,oblivious,0,39,70,40,50,55,50,25,290,False,False,generation-iii,0.0,NoUsage,NoUsage
364,sealeo,ice,water,thick-fat,ice-body,oblivious,1,87,90,60,70,75,70,45,410,False,False,generation-iii,0.0,NoUsage,NoUsage
365,walrein,ice,water,thick-fat,ice-body,oblivious,1,150,110,80,90,95,90,65,530,False,False,generation-iii,0.0,NoUsage,NoUsage
366,clamperl,water,None,shell-armor,None,rattled,0,52,35,64,85,74,55,32,345,False,False,generation-iii,NoUsage,NoUsage,NoUsage
367,huntail,water,None,swift-swim,None,water-veil,1,27,55,104,105,94,75,52,485,False,False,generation-iii,NoUsage,NoUsage,NoUsage
368,gorebyss,water,None,swift-swim,None,hydration,1,22,55,84,105,114,75,52,485,False,False,generation-iii,NoUsage,NoUsage,NoUsage
369,relicanth,water,rock,swift-swim,rock-head,sturdy,1,23,100,90,130,45,65,55,485,False,False,generation-iii,0.0,NoUsage,NoUsage
370,luvdisc,water,None,swift-swim,None,hydration,0,8,43,30,55,40,65,97,330,False,False,generation-iii,NoUsage,0.0,1e-05
371,bagon,dragon,None,rock-head,None,sheer-force,0,42,45,75,60,40,30,50,300,False,False,generation-iii,0.0,0.0,0.0
372,shelgon,dragon,None,rock-head,None,overcoat,1,110,65,95,100,60,50,50,420,False,False,generation-iii,0.0,0.0,0.0
373,salamence,dragon,flying,intimidate,None,moxie,1,102,95,135,80,110,80,100,600,False,False,generation-iii,0.11024,0.91174,0.32471
373,salamence-mega,dragon,flying,aerilate,None,None ,1,112,95,145,130,120,90,120,700,False,False,generation-iii,NoUsage,NoUsage,NoUsage
374,beldum,steel,psychic,clear-body,None,light-metal,0,95,40,55,80,35,60,30,300,False,False,generation-iii,0.0,NoUsage,0.0
375,metang,steel,psychic,clear-body,None,light-metal,1,202,60,75,100,55,80,50,420,False,False,generation-iii,0.0,NoUsage,0.0
376,metagross,steel,psychic,clear-body,None,light-metal,1,550,80,135,130,95,90,70,600,False,False,generation-iii,1.30383,NoUsage,3.47905
376,metagross-mega,steel,psychic,tough-claws,None,None ,2,942,80,145,150,105,110,110,700,False,False,generation-iii,NoUsage,NoUsage,NoUsage
377,regirock,rock,None,clear-body,None,sturdy,1,230,80,100,200,50,100,50,580,True,False,generation-iii,0.00564,NoUsage,0.02914
378,regice,ice,None,clear-body,None,ice-body,1,175,80,50,100,100,200,50,580,True,False,generation-iii,0.0,NoUsage,0.14491
379,registeel,steel,None,clear-body,None,light-metal,1,205,80,75,150,75,150,50,580,True,False,generation-iii,0.18498,NoUsage,0.92964
380,latias,dragon,psychic,levitate,None,None ,1,40,80,80,90,110,130,110,600,True,False,generation-iii,0.0604,NoUsage,2.41745
380,latias-mega,dragon,psychic,levitate,None,None ,1,52,80,100,120,140,150,110,700,True,False,generation-iii,NoUsage,NoUsage,NoUsage
381,latios,dragon,psychic,levitate,None,None ,2,60,80,90,80,130,110,110,600,True,False,generation-iii,0.07504,NoUsage,0.54428
381,latios-mega,dragon,psychic,levitate,None,None ,2,70,80,130,100,160,120,110,700,True,False,generation-iii,NoUsage,NoUsage,NoUsage
382,kyogre,water,None,drizzle,None,None ,4,352,100,100,90,150,140,90,670,True,False,generation-iii,49.39676,NoUsage,9.08174
382,kyogre-primal,water,None,primordial-sea,None,None ,9,430,100,150,90,180,160,90,770,True,False,generation-iii,NoUsage,NoUsage,NoUsage
383,groudon,ground,None,drought,None,None ,3,950,100,150,140,100,90,90,670,True,False,generation-iii,15.20876,NoUsage,8.31136
383,groudon-primal,ground,fire,desolate-land,None,None ,5,999,100,180,160,150,90,90,770,True,False,generation-iii,NoUsage,NoUsage,NoUsage
384,rayquaza,dragon,flying,air-lock,None,None ,7,206,105,150,90,150,90,95,680,True,False,generation-iii,2.20909,NoUsage,1.54044
384,rayquaza-mega,dragon,flying,delta-stream,None,None ,10,392,105,180,100,180,100,115,780,True,False,generation-iii,NoUsage,NoUsage,NoUsage
385,jirachi,steel,psychic,serene-grace,None,None ,0,1,100,100,100,100,100,100,600,False,True,generation-iii,NoUsage,NoUsage,NoUsage
386,deoxys-normal,psychic,None,pressure,None,None ,1,60,50,150,50,150,50,150,600,False,True,generation-iii,NoUsage,NoUsage,NoUsage
386,deoxys-attack,psychic,None,pressure,None,None ,1,60,50,180,20,180,20,150,600,False,True,generation-iii,NoUsage,NoUsage,NoUsage
386,deoxys-defense,psychic,None,pressure,None,None ,1,60,50,70,160,70,160,90,600,False,True,generation-iii,NoUsage,NoUsage,NoUsage
386,deoxys-speed,psychic,None,pressure,None,None ,1,60,50,95,90,95,90,180,600,False,True,generation-iii,NoUsage,NoUsage,NoUsage
387,turtwig,grass,None,overgrow,None,shell-armor,0,10,55,68,64,45,55,31,318,False,False,generation-iv,NoUsage,0.0,0.0
388,grotle,grass,None,overgrow,None,shell-armor,1,97,75,89,85,55,65,36,405,False,False,generation-iv,NoUsage,0.00139,0.0
389,torterra,grass,ground,overgrow,None,shell-armor,2,310,95,109,105,75,85,56,525,False,False,generation-iv,NoUsage,0.28781,0.02606
390,chimchar,fire,None,blaze,None,iron-fist,0,6,44,58,44,58,44,61,309,False,False,generation-iv,NoUsage,0.0,0.0
391,monferno,fire,fighting,blaze,None,iron-fist,0,22,64,78,52,78,52,81,405,False,False,generation-iv,NoUsage,0.0,0.0
392,infernape,fire,fighting,blaze,None,iron-fist,1,55,76,104,71,104,71,108,534,False,False,generation-iv,NoUsage,0.16735,0.01982
393,piplup,water,None,torrent,None,competitive,0,5,53,51,53,61,56,40,314,False,False,generation-iv,NoUsage,5e-05,0.0
394,prinplup,water,None,torrent,None,competitive,0,23,64,66,68,81,76,50,405,False,False,generation-iv,NoUsage,1e-05,0.0
395,empoleon,water,steel,torrent,None,competitive,1,84,84,86,88,111,101,60,530,False,False,generation-iv,NoUsage,2.74108,0.21891
396,starly,normal,flying,keen-eye,None,reckless,0,2,40,55,30,30,30,60,245,False,False,generation-iv,NoUsage,0.0,0.0
397,staravia,normal,flying,intimidate,None,reckless,0,15,55,75,50,40,40,80,340,False,False,generation-iv,NoUsage,0.0,0.0
398,staraptor,normal,flying,intimidate,None,reckless,1,24,85,120,70,50,60,100,485,False,False,generation-iv,NoUsage,0.08793,0.06327
399,bidoof,normal,None,simple,unaware,moody,0,20,59,45,40,35,40,31,250,False,False,generation-iv,NoUsage,NoUsage,NoUsage
400,bibarel,normal,water,simple,unaware,moody,1,31,79,85,60,55,60,71,410,False,False,generation-iv,NoUsage,NoUsage,NoUsage
401,kricketot,bug,None,shed-skin,None,run-away,0,2,37,25,41,25,41,25,194,False,False,generation-iv,NoUsage,0.0,0.0
402,kricketune,bug,None,swarm,None,technician,1,25,77,85,51,55,51,65,384,False,False,generation-iv,NoUsage,0.0,0.0
403,shinx,electric,None,rivalry,intimidate,guts,0,9,45,65,34,40,34,45,263,False,False,generation-iv,0.0,0.0,0.0
404,luxio,electric,None,rivalry,intimidate,guts,0,30,60,85,49,60,49,60,363,False,False,generation-iv,0.0,0.0,0.0
405,luxray,electric,None,rivalry,intimidate,guts,1,42,80,120,79,95,79,70,523,False,False,generation-iv,0.01722,0.03165,0.00736
406,budew,grass,poison,natural-cure,poison-point,leaf-guard,0,1,40,30,35,50,70,55,280,False,False,generation-iv,0.0,NoUsage,NoUsage
407,roserade,grass,poison,natural-cure,poison-point,technician,0,14,60,70,65,125,105,90,515,False,False,generation-iv,9e-05,NoUsage,NoUsage
408,cranidos,rock,None,mold-breaker,None,sheer-force,0,31,67,125,40,30,30,58,350,False,False,generation-iv,NoUsage,NoUsage,0.0
409,rampardos,rock,None,mold-breaker,None,sheer-force,1,102,97,165,60,65,50,58,495,False,False,generation-iv,NoUsage,NoUsage,0.13404
410,shieldon,rock,steel,sturdy,None,soundproof,0,57,30,42,118,42,88,30,350,False,False,generation-iv,NoUsage,NoUsage,0.0
411,bastiodon,rock,steel,sturdy,None,soundproof,1,149,60,52,168,47,138,30,495,False,False,generation-iv,NoUsage,NoUsage,0.04438
412,burmy,bug,None,shed-skin,None,overcoat,0,3,40,29,45,29,45,36,224,False,False,generation-iv,NoUsage,NoUsage,NoUsage
413,wormadam-plant,bug,grass,anticipation,None,overcoat,0,6,60,59,85,79,105,36,424,False,False,generation-iv,NoUsage,NoUsage,NoUsage
413,wormadam-sandy,bug,ground,anticipation,None,overcoat,0,6,60,79,105,59,85,36,424,False,False,generation-iv,NoUsage,NoUsage,NoUsage
413,wormadam-trash,bug,steel,anticipation,None,overcoat,0,6,60,69,95,69,95,36,424,False,False,generation-iv,NoUsage,NoUsage,NoUsage
414,mothim,bug,flying,swarm,None,tinted-lens,0,23,70,94,50,94,50,66,424,False,False,generation-iv,NoUsage,NoUsage,NoUsage
415,combee,bug,flying,honey-gather,None,hustle,0,5,30,30,42,30,42,70,244,False,False,generation-iv,0.0,0.0,0.0
416,vespiquen,bug,flying,pressure,None,unnerve,1,38,70,80,102,80,102,40,474,False,False,generation-iv,0.0,0.0,2e-05
417,pachirisu,electric,None,run-away,pickup,volt-absorb,0,3,60,45,70,45,90,95,405,False,False,generation-iv,NoUsage,0.03379,0.01436
418,buizel,water,None,swift-swim,None,water-veil,0,29,55,65,35,60,30,85,330,False,False,generation-iv,NoUsage,0.0,0.0
419,floatzel,water,None,swift-swim,None,water-veil,1,33,85,105,55,85,50,115,495,False,False,generation-iv,NoUsage,0.28577,0.0029
420,cherubi,grass,None,chlorophyll,None,None ,0,3,45,35,45,62,53,35,275,False,False,generation-iv,0.0,NoUsage,NoUsage
421,cherrim,grass,None,flower-gift,None,None ,0,9,70,60,70,87,78,85,450,False,False,generation-iv,0.05737,NoUsage,NoUsage
422,shellos,water,None,sticky-hold,storm-drain,sand-force,0,6,76,48,48,57,62,34,325,False,False,generation-iv,0.0,0.0,0.0
423,gastrodon-west,water,ground,sticky-hold,storm-drain,sand-force,0,29,111,83,68,92,82,39,475,False,False,generation-iv,9.82964,9.17612,11.50757
423,gastrodon-east,water,ground,sticky-hold,storm-drain,sand-force,0,29,111,83,68,92,82,39,475,False,False,generation-iv,7.82964,5.17612,0.50757
424,ambipom,normal,None,technician,pickup,skill-link,1,20,75,100,66,60,66,115,482,False,False,generation-iv,NoUsage,0.09074,0.01539
425,drifloon,ghost,flying,aftermath,unburden,flare-boost,0,1,90,50,34,60,44,70,348,False,False,generation-iv,0.0,0.0,0.0
426,drifblim,ghost,flying,aftermath,unburden,flare-boost,1,15,150,80,44,90,54,80,498,False,False,generation-iv,0.09765,0.0,0.36885
427,buneary,normal,None,run-away,klutz,limber,0,5,55,66,44,44,56,85,350,False,False,generation-iv,0.0,NoUsage,NoUsage
428,lopunny,normal,None,cute-charm,klutz,limber,1,33,65,76,84,54,96,105,480,False,False,generation-iv,0.0,NoUsage,NoUsage
428,lopunny-mega,normal,fighting,scrappy,None,None ,1,28,65,136,94,54,96,135,580,False,False,generation-iv,NoUsage,NoUsage,NoUsage
429,mismagius,ghost,None,levitate,None,None ,0,4,60,60,60,105,105,105,495,False,False,generation-iv,NoUsage,0.05532,0.00167
430,honchkrow,dark,flying,insomnia,super-luck,moxie,0,27,100,125,52,105,52,71,505,False,False,generation-iv,NoUsage,0.00727,0.00165
431,glameow,normal,None,limber,own-tempo,keen-eye,0,3,49,55,42,42,37,85,310,False,False,generation-iv,NoUsage,NoUsage,NoUsage
432,purugly,normal,None,thick-fat,own-tempo,defiant,1,43,71,82,64,64,59,112,452,False,False,generation-iv,NoUsage,NoUsage,NoUsage
433,chingling,psychic,None,levitate,None,None ,0,0,45,30,50,65,50,45,285,False,False,generation-iv,NoUsage,0.0,0.0
434,stunky,poison,dark,stench,aftermath,keen-eye,0,19,63,63,47,41,41,74,329,False,False,generation-iv,0.0,0.0,0.0
435,skuntank,poison,dark,stench,aftermath,keen-eye,1,38,103,93,67,71,61,84,479,False,False,generation-iv,0.0,0.00958,0.0
436,bronzor,steel,psychic,levitate,heatproof,heavy-metal,0,60,57,24,86,24,86,23,300,False,False,generation-iv,0.0,0.0,0.0
437,bronzong,steel,psychic,levitate,heatproof,heavy-metal,1,187,67,89,116,79,116,33,500,False,False,generation-iv,0.80839,0.37017,0.37422
438,bonsly,rock,None,sturdy,rock-head,rattled,0,15,50,80,95,10,45,10,290,False,False,generation-iv,0.0,0.0,0.0
439,mime-jr,psychic,fairy,soundproof,filter,technician,0,13,20,25,45,70,90,60,310,False,False,generation-iv,NoUsage,NoUsage,NoUsage
440,happiny,normal,None,natural-cure,serene-grace,friend-guard,0,24,100,5,5,15,65,30,220,False,False,generation-iv,0.0,0.0,0.0
441,chatot,normal,flying,keen-eye,tangled-feet,big-pecks,0,1,76,65,45,92,42,91,411,False,False,generation-iv,NoUsage,NoUsage,NoUsage
442,spiritomb,ghost,dark,pressure,None,infiltrator,1,108,50,92,108,92,108,35,485,False,False,generation-iv,0.0013,0.22041,0.00867
443,gible,dragon,ground,sand-veil,None,rough-skin,0,20,58,70,45,40,45,42,300,False,False,generation-iv,0.0,0.0,0.0
444,gabite,dragon,ground,sand-veil,None,rough-skin,1,56,68,90,65,50,55,82,410,False,False,generation-iv,0.0,0.0,0.0
445,garchomp,dragon,ground,sand-veil,None,rough-skin,1,95,108,130,95,80,85,102,600,False,False,generation-iv,0.26759,7.23997,0.20464
445,garchomp-mega,dragon,ground,sand-force,None,None ,1,95,108,170,115,120,95,92,700,False,False,generation-iv,NoUsage,NoUsage,NoUsage
446,munchlax,normal,None,pickup,thick-fat,gluttony,0,105,135,85,40,40,85,5,390,False,False,generation-iv,0.0,0.00032,0.00059
447,riolu,fighting,None,steadfast,inner-focus,prankster,0,20,40,70,40,35,40,60,285,False,False,generation-iv,0.21937,0.0,0.05794
448,lucario,fighting,steel,steadfast,inner-focus,justified,1,54,70,110,70,115,70,90,525,False,False,generation-iv,0.01006,0.08553,0.05454
448,lucario-mega,fighting,steel,adaptability,None,None ,1,57,70,145,88,140,70,112,625,False,False,generation-iv,NoUsage,NoUsage,NoUsage
449,hippopotas,ground,None,sand-stream,None,sand-force,0,49,68,72,78,38,42,32,330,False,False,generation-iv,0.0,0.0,0.0
450,hippowdon,ground,None,sand-stream,None,sand-force,2,300,108,112,118,68,72,47,525,False,False,generation-iv,0.00233,0.02647,0.00792
451,skorupi,poison,bug,battle-armor,sniper,keen-eye,0,12,40,50,90,30,55,65,330,False,False,generation-iv,0.0,NoUsage,NoUsage
452,drapion,poison,dark,battle-armor,sniper,keen-eye,1,61,70,90,110,60,75,95,500,False,False,generation-iv,0.01102,NoUsage,NoUsage
453,croagunk,poison,fighting,anticipation,dry-skin,poison-touch,0,23,48,61,40,61,40,50,300,False,False,generation-iv,0.0,0.0,0.0
454,toxicroak,poison,fighting,anticipation,dry-skin,poison-touch,1,44,83,106,65,86,65,85,490,False,False,generation-iv,0.0002,0.0,0.05087
455,carnivine,grass,None,levitate,None,None ,1,27,74,100,72,90,72,46,454,False,False,generation-iv,NoUsage,NoUsage,NoUsage
456,finneon,water,None,swift-swim,storm-drain,water-veil,0,7,49,49,56,49,61,66,330,False,False,generation-iv,NoUsage,0.0,0.0
457,lumineon,water,None,swift-swim,storm-drain,water-veil,1,24,69,69,76,69,86,91,460,False,False,generation-iv,NoUsage,0.0063,0.01829
458,mantyke,water,flying,swift-swim,water-absorb,water-veil,1,65,45,20,50,60,120,50,345,False,False,generation-iv,0.0,NoUsage,NoUsage
459,snover,grass,ice,snow-warning,None,soundproof,1,50,60,62,50,62,60,40,334,False,False,generation-iv,0.0,0.0,0.0
460,abomasnow,grass,ice,snow-warning,None,soundproof,2,135,90,92,75,92,85,60,494,False,False,generation-iv,0.02136,1.62952,0.06627
460,abomasnow-mega,grass,ice,snow-warning,None,None ,2,185,90,132,105,132,105,30,594,False,False,generation-iv,NoUsage,NoUsage,NoUsage
461,weavile,dark,ice,pressure,None,pickpocket,1,34,70,120,65,45,85,125,510,False,False,generation-iv,0.08566,0.03885,0.03702
462,magnezone,electric,steel,magnet-pull,sturdy,analytic,1,180,70,70,115,130,90,60,535,False,False,generation-iv,0.02556,0.53674,0.00722
463,lickilicky,normal,None,own-tempo,oblivious,cloud-nine,1,140,110,85,95,80,95,50,515,False,False,generation-iv,0.0,NoUsage,NoUsage
464,rhyperior,ground,rock,lightning-rod,solid-rock,reckless,2,282,115,140,130,55,55,40,535,False,False,generation-iv,0.17852,NoUsage,0.37764
